病変,,,1,名詞,一般,*,*,*,*,病変,,病変
医療イベント,,,1,名詞,一般,*,*,*,*,医療イベント,,医療イベント
ｋ値,,,1,名詞,一般,*,*,*,*,ｋ値,,ｋ値
可能性,,,1,名詞,一般,*,*,*,*,可能性,,可能性
動態画像,,,1,名詞,一般,*,*,*,*,動態画像,,動態画像
ラベル,,,1,名詞,一般,*,*,*,*,ラベル,,ラベル
画像処理部,,,1,名詞,一般,*,*,*,*,画像処理部,,画像処理部
ステップＳ,,,1,名詞,一般,*,*,*,*,ステップＳ,,ステップＳ
画像診断,,,1,名詞,一般,*,*,*,*,画像診断,,画像診断
診断画像,,,1,名詞,一般,*,*,*,*,診断画像,,診断画像
識別器,,,1,名詞,一般,*,*,*,*,識別器,,識別器
表示部,,,1,名詞,一般,*,*,*,*,表示部,,表示部
対象物候補,,,1,名詞,一般,*,*,*,*,対象物候補,,対象物候補
診断情報,,,1,名詞,一般,*,*,*,*,診断情報,,診断情報
動,,,1,名詞,一般,*,*,*,*,動,,動
検査,,,1,名詞,一般,*,*,*,*,検査,,検査
音波画像,,,1,名詞,一般,*,*,*,*,音波画像,,音波画像
画像特徴ベクトル,,,1,名詞,一般,*,*,*,*,画像特徴ベクトル,,画像特徴ベクトル
フレーム画像,,,1,名詞,一般,*,*,*,*,フレーム画像,,フレーム画像
像,,,1,名詞,一般,*,*,*,*,像,,像
診断支援,,,1,名詞,一般,*,*,*,*,診断支援,,診断支援
スペクトル画像,,,1,名詞,一般,*,*,*,*,スペクトル画像,,スペクトル画像
画像処理方法,,,1,名詞,一般,*,*,*,*,画像処理方法,,画像処理方法
前記複数,,,1,名詞,一般,*,*,*,*,前記複数,,前記複数
データポイント,,,1,名詞,一般,*,*,*,*,データポイント,,データポイント
状態,,,1,名詞,一般,*,*,*,*,状態,,状態
判定,,,1,名詞,一般,*,*,*,*,判定,,判定
血管パラメータ算出部,,,1,名詞,一般,*,*,*,*,血管パラメータ算出部,,血管パラメータ算出部
音波診断装置,,,1,名詞,一般,*,*,*,*,音波診断装置,,音波診断装置
解析,,,1,名詞,一般,*,*,*,*,解析,,解析
血管抽出部,,,1,名詞,一般,*,*,*,*,血管抽出部,,血管抽出部
法,,,1,名詞,一般,*,*,*,*,法,,法
装置,,,1,名詞,一般,*,*,*,*,装置,,装置
血管情報算出部,,,1,名詞,一般,*,*,*,*,血管情報算出部,,血管情報算出部
血流領域,,,1,名詞,一般,*,*,*,*,血流領域,,血流領域
診断対象,,,1,名詞,一般,*,*,*,*,診断対象,,診断対象
前記データ,,,1,名詞,一般,*,*,*,*,前記データ,,前記データ
項,,,1,名詞,一般,*,*,*,*,項,,項
制御部,,,1,名詞,一般,*,*,*,*,制御部,,制御部
図,,,1,名詞,一般,*,*,*,*,図,,図
検出,,,1,名詞,一般,*,*,*,*,検出,,検出
例,,,1,名詞,一般,*,*,*,*,例,,例
評価,,,1,名詞,一般,*,*,*,*,評価,,評価
血流画像,,,1,名詞,一般,*,*,*,*,血流画像,,血流画像
入力装置,,,1,名詞,一般,*,*,*,*,入力装置,,入力装置
取得,,,1,名詞,一般,*,*,*,*,取得,,取得
前記対象者,,,1,名詞,一般,*,*,*,*,前記対象者,,前記対象者
判定部,,,1,名詞,一般,*,*,*,*,判定部,,判定部
診断支援装置,,,1,名詞,一般,*,*,*,*,診断支援装置,,診断支援装置
顕微内視鏡検査画像,,,1,名詞,一般,*,*,*,*,顕微内視鏡検査画像,,顕微内視鏡検査画像
診断データ,,,1,名詞,一般,*,*,*,*,診断データ,,診断データ
形態,,,1,名詞,一般,*,*,*,*,形態,,形態
画素,,,1,名詞,一般,*,*,*,*,画素,,画素
表示制御部,,,1,名詞,一般,*,*,*,*,表示制御部,,表示制御部
内視鏡,,,1,名詞,一般,*,*,*,*,内視鏡,,内視鏡
学習対象,,,1,名詞,一般,*,*,*,*,学習対象,,学習対象
入力データ,,,1,名詞,一般,*,*,*,*,入力データ,,入力データ
リスク,,,1,名詞,一般,*,*,*,*,リスク,,リスク
病,,,1,名詞,一般,*,*,*,*,病,,病
抽出,,,1,名詞,一般,*,*,*,*,抽出,,抽出
画像評価用データ,,,1,名詞,一般,*,*,*,*,画像評価用データ,,画像評価用データ
前記血管情報,,,1,名詞,一般,*,*,*,*,前記血管情報,,前記血管情報
断層画像,,,1,名詞,一般,*,*,*,*,断層画像,,断層画像
プログラム,,,1,名詞,一般,*,*,*,*,プログラム,,プログラム
実施,,,1,名詞,一般,*,*,*,*,実施,,実施
心,,,1,名詞,一般,*,*,*,*,心,,心
内視鏡システム,,,1,名詞,一般,*,*,*,*,内視鏡システム,,内視鏡システム
尤度,,,1,名詞,一般,*,*,*,*,尤度,,尤度
画像形成装置,,,1,名詞,一般,*,*,*,*,画像形成装置,,画像形成装置
画像診断システム,,,1,名詞,一般,*,*,*,*,画像診断システム,,画像診断システム
医用画像,,,1,名詞,一般,*,*,*,*,医用画像,,医用画像
病変抽出部,,,1,名詞,一般,*,*,*,*,病変抽出部,,病変抽出部
画素信号値,,,1,名詞,一般,*,*,*,*,画素信号値,,画素信号値
構成,,,1,名詞,一般,*,*,*,*,構成,,構成
舌,,,1,名詞,一般,*,*,*,*,舌,,舌
特,,,1,名詞,一般,*,*,*,*,特,,特
量,,,1,名詞,一般,*,*,*,*,量,,量
画像記憶部,,,1,名詞,一般,*,*,*,*,画像記憶部,,画像記憶部
疾患,,,1,名詞,一般,*,*,*,*,疾患,,疾患
リスクスコア,,,1,名詞,一般,*,*,*,*,リスクスコア,,リスクスコア
前記１つ,,,1,名詞,一般,*,*,*,*,前記１つ,,前記１つ
トレーニング画像,,,1,名詞,一般,*,*,*,*,トレーニング画像,,トレーニング画像
血流,,,1,名詞,一般,*,*,*,*,血流,,血流
診断部,,,1,名詞,一般,*,*,*,*,診断部,,診断部
支援装置,,,1,名詞,一般,*,*,*,*,支援装置,,支援装置
病変部,,,1,名詞,一般,*,*,*,*,病変部,,病変部
関心領域,,,1,名詞,一般,*,*,*,*,関心領域,,関心領域
機能,,,1,名詞,一般,*,*,*,*,機能,,機能
変化,,,1,名詞,一般,*,*,*,*,変化,,変化
表示,,,1,名詞,一般,*,*,*,*,表示,,表示
確率,,,1,名詞,一般,*,*,*,*,確率,,確率
イベント,,,1,名詞,一般,*,*,*,*,イベント,,イベント
顔情報,,,1,名詞,一般,*,*,*,*,顔情報,,顔情報
解析処理,,,1,名詞,一般,*,*,*,*,解析処理,,解析処理
診断支援システム,,,1,名詞,一般,*,*,*,*,診断支援システム,,診断支援システム
スペクトルデータ,,,1,名詞,一般,*,*,*,*,スペクトルデータ,,スペクトルデータ
等,,,1,名詞,一般,*,*,*,*,等,,等
予測顔画像,,,1,名詞,一般,*,*,*,*,予測顔画像,,予測顔画像
検査対象,,,1,名詞,一般,*,*,*,*,検査対象,,検査対象
特徴量ベクトル,,,1,名詞,一般,*,*,*,*,特徴量ベクトル,,特徴量ベクトル
コンピュータ,,,1,名詞,一般,*,*,*,*,コンピュータ,,コンピュータ
診断者,,,1,名詞,一般,*,*,*,*,診断者,,診断者
発明者,,,1,名詞,一般,*,*,*,*,発明者,,発明者
画像取得装置,,,1,名詞,一般,*,*,*,*,画像取得装置,,画像取得装置
画像群,,,1,名詞,一般,*,*,*,*,画像群,,画像群
信号処理部,,,1,名詞,一般,*,*,*,*,信号処理部,,信号処理部
出力,,,1,名詞,一般,*,*,*,*,出力,,出力
支援,,,1,名詞,一般,*,*,*,*,支援,,支援
前記血管パラメータ,,,1,名詞,一般,*,*,*,*,前記血管パラメータ,,前記血管パラメータ
色,,,1,名詞,一般,*,*,*,*,色,,色
表示装置,,,1,名詞,一般,*,*,*,*,表示装置,,表示装置
特徴情報,,,1,名詞,一般,*,*,*,*,特徴情報,,特徴情報
ｋ,,,1,名詞,一般,*,*,*,*,ｋ,,ｋ
前記イベント予測用リスクスコア,,,1,名詞,一般,*,*,*,*,前記イベント予測用リスクスコア,,前記イベント予測用リスクスコア
手段,,,1,名詞,一般,*,*,*,*,手段,,手段
前記画像データ,,,1,名詞,一般,*,*,*,*,前記画像データ,,前記画像データ
Ｔ,,,1,名詞,一般,*,*,*,*,Ｔ,,Ｔ
数,,,1,名詞,一般,*,*,*,*,数,,数
がん,,,1,名詞,一般,*,*,*,*,がん,,がん
画像特徴,,,1,名詞,一般,*,*,*,*,画像特徴,,画像特徴
画像入力部,,,1,名詞,一般,*,*,*,*,画像入力部,,画像入力部
データ取得,,,1,名詞,一般,*,*,*,*,データ取得,,データ取得
ユーザ,,,1,名詞,一般,*,*,*,*,ユーザ,,ユーザ
操作部,,,1,名詞,一般,*,*,*,*,操作部,,操作部
画像診断装置,,,1,名詞,一般,*,*,*,*,画像診断装置,,画像診断装置
患者情報,,,1,名詞,一般,*,*,*,*,患者情報,,患者情報
前記観察対象,,,1,名詞,一般,*,*,*,*,前記観察対象,,前記観察対象
患者データ,,,1,名詞,一般,*,*,*,*,患者データ,,患者データ
データクラス,,,1,名詞,一般,*,*,*,*,データクラス,,データクラス
画,,,1,名詞,一般,*,*,*,*,画,,画
操作者,,,1,名詞,一般,*,*,*,*,操作者,,操作者
入力部,,,1,名詞,一般,*,*,*,*,入力部,,入力部
患部画像,,,1,名詞,一般,*,*,*,*,患部画像,,患部画像
確定診断,,,1,名詞,一般,*,*,*,*,確定診断,,確定診断
前記動態画像,,,1,名詞,一般,*,*,*,*,前記動態画像,,前記動態画像
文書,,,1,名詞,一般,*,*,*,*,文書,,文書
流,,,1,名詞,一般,*,*,*,*,流,,流
健康病気情報,,,1,名詞,一般,*,*,*,*,健康病気情報,,健康病気情報
閾値,,,1,名詞,一般,*,*,*,*,閾値,,閾値
部分,,,1,名詞,一般,*,*,*,*,部分,,部分
技術,,,1,名詞,一般,*,*,*,*,技術,,技術
プロセッサ,,,1,名詞,一般,*,*,*,*,プロセッサ,,プロセッサ
ベクトル,,,1,名詞,一般,*,*,*,*,ベクトル,,ベクトル
測定,,,1,名詞,一般,*,*,*,*,測定,,測定
血管パラメータ表示部,,,1,名詞,一般,*,*,*,*,血管パラメータ表示部,,血管パラメータ表示部
ｋ空間,,,1,名詞,一般,*,*,*,*,ｋ空間,,ｋ空間
データ入力ボックス,,,1,名詞,一般,*,*,*,*,データ入力ボックス,,データ入力ボックス
前記学習対象,,,1,名詞,一般,*,*,*,*,前記学習対象,,前記学習対象
上記対象者,,,1,名詞,一般,*,*,*,*,上記対象者,,上記対象者
支援処理,,,1,名詞,一般,*,*,*,*,支援処理,,支援処理
測定値,,,1,名詞,一般,*,*,*,*,測定値,,測定値
診断対象画像データ,,,1,名詞,一般,*,*,*,*,診断対象画像データ,,診断対象画像データ
前記顕微内視鏡検査画像,,,1,名詞,一般,*,*,*,*,前記顕微内視鏡検査画像,,前記顕微内視鏡検査画像
異常画像データ,,,1,名詞,一般,*,*,*,*,異常画像データ,,異常画像データ
サンプル,,,1,名詞,一般,*,*,*,*,サンプル,,サンプル
前記可能性,,,1,名詞,一般,*,*,*,*,前記可能性,,前記可能性
前記診断画像,,,1,名詞,一般,*,*,*,*,前記診断画像,,前記診断画像
特許請求,,,1,名詞,一般,*,*,*,*,特許請求,,特許請求
前記内視鏡画像,,,1,名詞,一般,*,*,*,*,前記内視鏡画像,,前記内視鏡画像
フィルタ処理済み画像,,,1,名詞,一般,*,*,*,*,フィルタ処理済み画像,,フィルタ処理済み画像
操作,,,1,名詞,一般,*,*,*,*,操作,,操作
教師データ,,,1,名詞,一般,*,*,*,*,教師データ,,教師データ
前記診断対象,,,1,名詞,一般,*,*,*,*,前記診断対象,,前記診断対象
機械学習アルゴリズム,,,1,名詞,一般,*,*,*,*,機械学習アルゴリズム,,機械学習アルゴリズム
Ｓ,,,1,名詞,一般,*,*,*,*,Ｓ,,Ｓ
健康状態,,,1,名詞,一般,*,*,*,*,健康状態,,健康状態
症,,,1,名詞,一般,*,*,*,*,症,,症
学習部,,,1,名詞,一般,*,*,*,*,学習部,,学習部
制御,,,1,名詞,一般,*,*,*,*,制御,,制御
前記対象画像,,,1,名詞,一般,*,*,*,*,前記対象画像,,前記対象画像
検,,,1,名詞,一般,*,*,*,*,検,,検
前記請求項,,,1,名詞,一般,*,*,*,*,前記請求項,,前記請求項
イベント予測用リスク閾値,,,1,名詞,一般,*,*,*,*,イベント予測用リスク閾値,,イベント予測用リスク閾値
ラベル付きデータ点,,,1,名詞,一般,*,*,*,*,ラベル付きデータ点,,ラベル付きデータ点
前記学習済み識別辞書,,,1,名詞,一般,*,*,*,*,前記学習済み識別辞書,,前記学習済み識別辞書
フィルタ,,,1,名詞,一般,*,*,*,*,フィルタ,,フィルタ
出力画像,,,1,名詞,一般,*,*,*,*,出力画像,,出力画像
リファレンス画像,,,1,名詞,一般,*,*,*,*,リファレンス画像,,リファレンス画像
距離,,,1,名詞,一般,*,*,*,*,距離,,距離
画像処理技術,,,1,名詞,一般,*,*,*,*,画像処理技術,,画像処理技術
体,,,1,名詞,一般,*,*,*,*,体,,体
Ｂ,,,1,名詞,一般,*,*,*,*,Ｂ,,Ｂ
分類情報,,,1,名詞,一般,*,*,*,*,分類情報,,分類情報
装着型医療機器,,,1,名詞,一般,*,*,*,*,装着型医療機器,,装着型医療機器
音波プローブ,,,1,名詞,一般,*,*,*,*,音波プローブ,,音波プローブ
データ値,,,1,名詞,一般,*,*,*,*,データ値,,データ値
制御ユニット,,,1,名詞,一般,*,*,*,*,制御ユニット,,制御ユニット
画像解析,,,1,名詞,一般,*,*,*,*,画像解析,,画像解析
診断目的,,,1,名詞,一般,*,*,*,*,診断目的,,診断目的
クラス,,,1,名詞,一般,*,*,*,*,クラス,,クラス
治療,,,1,名詞,一般,*,*,*,*,治療,,治療
組織切片,,,1,名詞,一般,*,*,*,*,組織切片,,組織切片
上記イベント予測用リスクスコア,,,1,名詞,一般,*,*,*,*,上記イベント予測用リスクスコア,,上記イベント予測用リスクスコア
クエリ画像,,,1,名詞,一般,*,*,*,*,クエリ画像,,クエリ画像
前記診断,,,1,名詞,一般,*,*,*,*,前記診断,,前記診断
ａ,,,1,名詞,一般,*,*,*,*,ａ,,ａ
パラメータ値,,,1,名詞,一般,*,*,*,*,パラメータ値,,パラメータ値
画像処理アルゴリズム,,,1,名詞,一般,*,*,*,*,画像処理アルゴリズム,,画像処理アルゴリズム
舌画像特徴パラメータ,,,1,名詞,一般,*,*,*,*,舌画像特徴パラメータ,,舌画像特徴パラメータ
腫瘍,,,1,名詞,一般,*,*,*,*,腫瘍,,腫瘍
ｂ,,,1,名詞,一般,*,*,*,*,ｂ,,ｂ
診断支援処理,,,1,名詞,一般,*,*,*,*,診断支援処理,,診断支援処理
音波データ,,,1,名詞,一般,*,*,*,*,音波データ,,音波データ
新生血管,,,1,名詞,一般,*,*,*,*,新生血管,,新生血管
ラベル付きデータ,,,1,名詞,一般,*,*,*,*,ラベル付きデータ,,ラベル付きデータ
正常画像データ,,,1,名詞,一般,*,*,*,*,正常画像データ,,正常画像データ
データ入力,,,1,名詞,一般,*,*,*,*,データ入力,,データ入力
特定舌画像Ｇ１０,,,1,名詞,一般,*,*,*,*,特定舌画像Ｇ１０,,特定舌画像Ｇ１０
色補正済み画像,,,1,名詞,一般,*,*,*,*,色補正済み画像,,色補正済み画像
波,,,1,名詞,一般,*,*,*,*,波,,波
数値データ,,,1,名詞,一般,*,*,*,*,数値データ,,数値データ
分析,,,1,名詞,一般,*,*,*,*,分析,,分析
前記患者,,,1,名詞,一般,*,*,*,*,前記患者,,前記患者
特徴量記憶手段,,,1,名詞,一般,*,*,*,*,特徴量記憶手段,,特徴量記憶手段
前記特定,,,1,名詞,一般,*,*,*,*,前記特定,,前記特定
特徴量抽出部,,,1,名詞,一般,*,*,*,*,特徴量抽出部,,特徴量抽出部
心臓イベント,,,1,名詞,一般,*,*,*,*,心臓イベント,,心臓イベント
診断方法,,,1,名詞,一般,*,*,*,*,診断方法,,診断方法
病理画像評価装置,,,1,名詞,一般,*,*,*,*,病理画像評価装置,,病理画像評価装置
検査画像データ格納サーバー,,,1,名詞,一般,*,*,*,*,検査画像データ格納サーバー,,検査画像データ格納サーバー
血,,,1,名詞,一般,*,*,*,*,血,,血
動作,,,1,名詞,一般,*,*,*,*,動作,,動作
分類判定部,,,1,名詞,一般,*,*,*,*,分類判定部,,分類判定部
画像解析処理,,,1,名詞,一般,*,*,*,*,画像解析処理,,画像解析処理
軸断面画像,,,1,名詞,一般,*,*,*,*,軸断面画像,,軸断面画像
指示軌跡情報,,,1,名詞,一般,*,*,*,*,指示軌跡情報,,指示軌跡情報
請求,,,1,名詞,一般,*,*,*,*,請求,,請求
情報表示部,,,1,名詞,一般,*,*,*,*,情報表示部,,情報表示部
記憶装置,,,1,名詞,一般,*,*,*,*,記憶装置,,記憶装置
医療支援機器,,,1,名詞,一般,*,*,*,*,医療支援機器,,医療支援機器
スコア,,,1,名詞,一般,*,*,*,*,スコア,,スコア
医療機器,,,1,名詞,一般,*,*,*,*,医療機器,,医療機器
段階,,,1,名詞,一般,*,*,*,*,段階,,段階
基準,,,1,名詞,一般,*,*,*,*,基準,,基準
識別,,,1,名詞,一般,*,*,*,*,識別,,識別
局所特徴記述子,,,1,名詞,一般,*,*,*,*,局所特徴記述子,,局所特徴記述子
前記学習対象画像,,,1,名詞,一般,*,*,*,*,前記学習対象画像,,前記学習対象画像
構造,,,1,名詞,一般,*,*,*,*,構造,,構造
データ入力画面,,,1,名詞,一般,*,*,*,*,データ入力画面,,データ入力画面
属性,,,1,名詞,一般,*,*,*,*,属性,,属性
算出,,,1,名詞,一般,*,*,*,*,算出,,算出
疾患名,,,1,名詞,一般,*,*,*,*,疾患名,,疾患名
入力値,,,1,名詞,一般,*,*,*,*,入力値,,入力値
画像取得,,,1,名詞,一般,*,*,*,*,画像取得,,画像取得
画像入力,,,1,名詞,一般,*,*,*,*,画像入力,,画像入力
データ入力フィールド,,,1,名詞,一般,*,*,*,*,データ入力フィールド,,データ入力フィールド
標準化データ格納サーバー,,,1,名詞,一般,*,*,*,*,標準化データ格納サーバー,,標準化データ格納サーバー
前記特徴ベクトル,,,1,名詞,一般,*,*,*,*,前記特徴ベクトル,,前記特徴ベクトル
画像解析部,,,1,名詞,一般,*,*,*,*,画像解析部,,画像解析部
スペクトル,,,1,名詞,一般,*,*,*,*,スペクトル,,スペクトル
参照軌跡情報,,,1,名詞,一般,*,*,*,*,参照軌跡情報,,参照軌跡情報
関数,,,1,名詞,一般,*,*,*,*,関数,,関数
信号値,,,1,名詞,一般,*,*,*,*,信号値,,信号値
顔,,,1,名詞,一般,*,*,*,*,顔,,顔
傾斜,,,1,名詞,一般,*,*,*,*,傾斜,,傾斜
ｘ,,,1,名詞,一般,*,*,*,*,ｘ,,ｘ
前記ステップ,,,1,名詞,一般,*,*,*,*,前記ステップ,,前記ステップ
前記予測顔画像,,,1,名詞,一般,*,*,*,*,前記予測顔画像,,前記予測顔画像
入力情報,,,1,名詞,一般,*,*,*,*,入力情報,,入力情報
細胞集団,,,1,名詞,一般,*,*,*,*,細胞集団,,細胞集団
画像パッチ,,,1,名詞,一般,*,*,*,*,画像パッチ,,画像パッチ
細胞フィーチャー,,,1,名詞,一般,*,*,*,*,細胞フィーチャー,,細胞フィーチャー
特徴量空間,,,1,名詞,一般,*,*,*,*,特徴量空間,,特徴量空間
位置関係,,,1,名詞,一般,*,*,*,*,位置関係,,位置関係
前記画像情報,,,1,名詞,一般,*,*,*,*,前記画像情報,,前記画像情報
特徴抽出部,,,1,名詞,一般,*,*,*,*,特徴抽出部,,特徴抽出部
異常細胞,,,1,名詞,一般,*,*,*,*,異常細胞,,異常細胞
メモリ,,,1,名詞,一般,*,*,*,*,メモリ,,メモリ
細血管,,,1,名詞,一般,*,*,*,*,細血管,,細血管
距離画像,,,1,名詞,一般,*,*,*,*,距離画像,,距離画像
候補画像,,,1,名詞,一般,*,*,*,*,候補画像,,候補画像
診断対象画像,,,1,名詞,一般,*,*,*,*,診断対象画像,,診断対象画像
ターゲット画像,,,1,名詞,一般,*,*,*,*,ターゲット画像,,ターゲット画像
範囲,,,1,名詞,一般,*,*,*,*,範囲,,範囲
方向,,,1,名詞,一般,*,*,*,*,方向,,方向
データ分析ユニット,,,1,名詞,一般,*,*,*,*,データ分析ユニット,,データ分析ユニット
血管画像,,,1,名詞,一般,*,*,*,*,血管画像,,血管画像
学習対象画像,,,1,名詞,一般,*,*,*,*,学習対象画像,,学習対象画像
検者,,,1,名詞,一般,*,*,*,*,検者,,検者
画像生成システム,,,1,名詞,一般,*,*,*,*,画像生成システム,,画像生成システム
実施例,,,1,名詞,一般,*,*,*,*,実施例,,実施例
前記方法,,,1,名詞,一般,*,*,*,*,前記方法,,前記方法
位置情報,,,1,名詞,一般,*,*,*,*,位置情報,,位置情報
上記,,,1,名詞,一般,*,*,*,*,上記,,上記
記憶媒体,,,1,名詞,一般,*,*,*,*,記憶媒体,,記憶媒体
医療従事者,,,1,名詞,一般,*,*,*,*,医療従事者,,医療従事者
診断支援部,,,1,名詞,一般,*,*,*,*,診断支援部,,診断支援部
教師学習データ,,,1,名詞,一般,*,*,*,*,教師学習データ,,教師学習データ
式,,,1,名詞,一般,*,*,*,*,式,,式
組織サンプル,,,1,名詞,一般,*,*,*,*,組織サンプル,,組織サンプル
変換,,,1,名詞,一般,*,*,*,*,変換,,変換
機械学習部,,,1,名詞,一般,*,*,*,*,機械学習部,,機械学習部
画像強調,,,1,名詞,一般,*,*,*,*,画像強調,,画像強調
画像診断支援装置,,,1,名詞,一般,*,*,*,*,画像診断支援装置,,画像診断支援装置
血管パラメータ設定部,,,1,名詞,一般,*,*,*,*,血管パラメータ設定部,,血管パラメータ設定部
前記血管パラメータ算出部,,,1,名詞,一般,*,*,*,*,前記血管パラメータ算出部,,前記血管パラメータ算出部
軸評価部,,,1,名詞,一般,*,*,*,*,軸評価部,,軸評価部
前記診断情報,,,1,名詞,一般,*,*,*,*,前記診断情報,,前記診断情報
画像信号取得部,,,1,名詞,一般,*,*,*,*,画像信号取得部,,画像信号取得部
点,,,1,名詞,一般,*,*,*,*,点,,点
機械学習ベース,,,1,名詞,一般,*,*,*,*,機械学習ベース,,機械学習ベース
トランスダクティブ分類器,,,1,名詞,一般,*,*,*,*,トランスダクティブ分類器,,トランスダクティブ分類器
画像処理プログラム,,,1,名詞,一般,*,*,*,*,画像処理プログラム,,画像処理プログラム
平均値,,,1,名詞,一般,*,*,*,*,平均値,,平均値
データメモリ,,,1,名詞,一般,*,*,*,*,データメモリ,,データメモリ
特殊観察画像,,,1,名詞,一般,*,*,*,*,特殊観察画像,,特殊観察画像
入力変数,,,1,名詞,一般,*,*,*,*,入力変数,,入力変数
Ｂモード画像,,,1,名詞,一般,*,*,*,*,Ｂモード画像,,Ｂモード画像
学習済み,,,1,名詞,一般,*,*,*,*,学習済み,,学習済み
健康管理装置,,,1,名詞,一般,*,*,*,*,健康管理装置,,健康管理装置
前記記憶部,,,1,名詞,一般,*,*,*,*,前記記憶部,,前記記憶部
機械学習処理,,,1,名詞,一般,*,*,*,*,機械学習処理,,機械学習処理
データストリーム,,,1,名詞,一般,*,*,*,*,データストリーム,,データストリーム
顔画像処理部,,,1,名詞,一般,*,*,*,*,顔画像処理部,,顔画像処理部
観察,,,1,名詞,一般,*,*,*,*,観察,,観察
前記教師データ,,,1,名詞,一般,*,*,*,*,前記教師データ,,前記教師データ
入力特徴,,,1,名詞,一般,*,*,*,*,入力特徴,,入力特徴
生体情報,,,1,名詞,一般,*,*,*,*,生体情報,,生体情報
