インデキシングフラグ,記号,ドット,タイトル
,E01B   9/56,・・・,二以上の踏面をもつレールに用いるもの
,E01B   9/58,・・,チェアによるレールの固定
,E01B   9/60,・,クランプまたは控えを使用してレールの側面または頭部を支持するレール固定装置
,E01B   9/62,・,弾性支持材を併用したレール固定装置
,E01B   9/64,・,まくら木を把持または巻き回したレール固定装置
,E01B   9/66,・,前記のグループに属しないがレール位置を調節できるレール固定装置
,E01B   9/68,・,パッドまたはその類似物，例．木製，ゴム製でレール，座板（タイプレート）またはチェアの下に敷くもの
,E01B  11/00,,レール継ぎ目（レールの電気的接続Ｂ６０Ｍ５／００）
,E01B  11/02,・,取りはずしできるレール継ぎ目
,E01B  11/04,・・,平形継ぎ目板
,E01B  11/06,・・・,くさびまたはピンをもつもの
,E01B  11/08,・・,山形継ぎ目板
,E01B  11/10,・・,レール底部を支持または包持する部分をもつ継ぎ目板
,E01B  11/12,・・,レール底部のみを係合する継ぎ目板
,E01B  11/14,・・,一片のレールの底部フランジのクリップ
,E01B  11/16,・・,異形断面レールを継ぐ継ぎ目板
,E01B  11/18,・・,破損レールを応急処置するための継ぎ目板
,E01B  11/20,・・,遊間懸架材をもつもの
,E01B  11/22,・・・,レールの部分によるもの
,E01B  11/24,・・・・,レールの端部を斜めにまたは重ね合わせるもの
,E01B  11/26,・・・・,レール端部をはめこむもの
,E01B  11/28,・・・,継ぎ目部材によるもの
,E01B  11/30,・・・・,レール頭部の横断面に組み立て踏面部分をもつ継ぎ目板
,E01B  11/32,・・・,分割部品によるもの；レール頭部間に懸架するそう入物
,E01B  11/34,・・・・,遊間側面の副レール
,E01B  11/36,・・,継ぎ目板の固定装置
,E01B  11/38,・・・,固定装置のゆるみ止め装置（ナットまたはボルトのゆるみ止め装置一般Ｆ１６Ｂ）
,E01B  11/40,・・,溶接部と組み合わされた取りはずしできるレール継ぎ目
,E01B  11/42,・,相対的に移動できるレールの継ぎ目構造，例．転車台，遷車台または旋回橋のレール
,E01B  11/44,・,取りはずしできないレール継ぎ手；溶接継ぎ手（溶接方法Ｂ２３Ｋ）
,E01B  11/46,・・,長大レールの軌道を作る一般的方法
,E01B  11/48,・・,ガス溶接による継ぎ目
,E01B  11/50,・・,電気溶接による継ぎ目
,E01B  11/52,・・,テルミット溶接による継ぎ目
,E01B  11/54,・,レール継ぎ目の電気絶縁
,E01B  11/56,・,レール端部の特殊支持装置（底部支持Ｅ０１Ｂ１１／０８～Ｅ０１Ｂ１１／１４）
,E01B  11/58,・・,懸架板
,E01B  11/60,・・・,くさびをもつもの
,E01B  11/62,・・,ブリッジチェア（チェアＥ０１Ｂ９／５４～Ｅ０１Ｂ９／５８）
,E01B  13/00,,軌道の移動防止装置
,E01B  13/02,・,アンチクリーパー（レールアンカー）
,E01B  15/00,,溝状レールに人間の足が落ち込むのを防止するための装置
,E01B  17/00,,軌道に施す家畜用のガード（家畜の迷い防止用のガード一般Ａ０１Ｋ３／００）
,E01B  19/00,,ちり，風，日射，結氷，腐食からの軌道の防護；騒音防止装置（防雪さくＥ０１Ｆ７／０２；除雪プラウＥ０１Ｈ８／０２；散水Ｅ０１Ｈ１１／００）
,E01B  21/00,,舗装された街路における路面軌道に特に適した軌道上部構造（舗装Ｅ０１Ｃ９／０４，Ｅ０１Ｃ９／０６）
,E01B  21/02,・,特殊支持装置；レールの排水
,E01B  21/04,・,特殊固定装置，継ぎ目構造またはタイロッド
,E01B  23/00,,容易に取りはずしできるかまたは移設できる軌道，例．仮設鉄道；特にそれに適した細部
,E01B  23/02,・,軌道または軽便軌道，例．工事現場，炭坑または鉱山で使用するもの
,E01B  23/04,・・,固定または継ぎ目装置
,E01B  23/06,・・,転てつ器（転車台Ｂ６０Ｓ，Ｂ６１Ｊ）；可搬転てつ器；分岐器
,E01B  23/08,・,路面軌道補修中使用する仮設軌道
,E01B  23/10,・,重量物用，例．掘削機運搬用，移動軌道
,E01B  23/12,・・,まくら木
,E01B  23/14,・・,固定または継ぎ目装置（くさびによるレールの固定Ｅ０１Ｂ９／２４）
,E01B  23/16,・・,転てつ器
,E01B  25/00,,特殊鉄道の軌道（方式Ｂ６１Ｂ；道路上の車両軌道Ｅ０１Ｃ９／０２）
,＜注＞,,このグループにおいては，下記の用語は以下に示す意味で用いる：
,,,―“軌道”は車両が走行しない誘導レールを含む。
,E01B  25/02,・,アプト式の軌道
,E01B  25/04,・・,ラックレール；ラックレール用の支持体または連結体
,E01B  25/06,・・,転てつ器；てっさ（フロッグ）；交さ
,E01B  25/08,・,荷重支持レールの上方に車両の重心をもつモノレールの軌道（Ｅ０１Ｂ２５／３０が優先）［１，７］
,E01B  25/10,・・,モノレール；補助つりあいレール；レール用の支持体または連結体
,E01B  25/12,・・,転てつ器；交さ
,E01B  25/14,・,鋼索鉄道車両の軌道
,E01B  25/15,・・,転てつ器；交さ
,E01B  25/16,・,静止ロープをもつ空中ケーブルの軌道
,E01B  25/18,・・,ロープ；支持体，ロープの固定または緊張装置（ロープ一般Ｄ０７Ｂ；支柱Ｅ０４Ｈ１２／００；ロープソケットＦ１６Ｇ）
,E01B  25/20,・・,転てつ器；交さ
,E01B  25/22,・,剛体支持レールから懸吊した車両をもつ鉄道の軌道
,E01B  25/24,・・,支持レール；補助つりあいレール；レールの支持体または連結体
,E01B  25/26,・・,転てつ器；交さ
,E01B  25/28,・,道路またはその類似表面を走行する車両を誘導する軌道（道路上の車両軌道Ｅ０１Ｃ９／０２）
,E01B  25/30,・,磁気による車体懸架車両または空中浮揚車両のための軌道［７］
,E01B  25/32,・・,固定子，ガードレール，またはスライドレール［７］
,E01B  25/34,・・,転てつ器，轍叉，交叉［７］
,E01B  26/00,,メイングループＥ０１Ｂ１／００～Ｅ０１Ｂ２５／００のいずれにも分類されない軌道または軌道構成要素
,,,道床または軌道の敷設，維持，更新または取りはずし；それらのために特に設計された工具または機械
,E01B  27/00,,軌道上での同時作業によるまたはよらない砂利の敷きこみ，交換，処理作業，ふるい分けまたは取り除き；それらの装置；まくら木の詰め込み
,E01B  27/02,・,砂利の敷きこみ；道床の建設；道床材料の再分配；それらの機械または装置；水平装置
,E01B  27/04,・,砂利の移動；それらに用いる機械，砂利の取り除きを付加的に伴うものまたは伴なわないもの（Ｅ０１Ｂ２７／０６，Ｅ０１Ｂ２７／１２が優先；道床材料の再分配Ｅ０１Ｂ２７／０２）
,E01B  27/06,・,現場における砂利の交換またはふるい分け，軌道上での同時作業によるものまたはよらないもの
,E01B  27/08,・・,軌道の取りはずしによるもの（Ｅ０１Ｂ２７／１１が優先）
,E01B  27/10,・・,軌道の取りはずしによらないもの（Ｅ０１Ｂ２７／１１が優先）
,E01B  27/11,・・,軌道構成要素の更新と同時に行なうもの
,E01B  27/12,・,まくら木の詰め込み軌道上での同時作業によるものまたはよらないもの；軌道支持砂利のつき固め
,E01B  27/13,・・,まくら木の詰め込み，軌道上での同時作業によるものまたはよらないもの（まくら木用の砂利の敷き込みまたは座をあらかじめ作ることＥ０１Ｂ２７／０２）
,E01B  27/14,・・・,それらに使用する手工具または手動具
,E01B  27/16,・・・,それらに用いる機械，例．いわゆるまくら木つき固め機械
,E01B  27/17,・・・・,軌道の持ち上げ，水平化，または回動装置と結合したもの
,E01B  27/18,・・・,まくら木の下に付加的な新しい物質をそう入することによるもの，例．計量ショベル方法によるもの，吹き付け方法によるもの
,E01B  27/20,・・,軌道支持道床の締め固め，例．軌道を振動させるもの，表面振動機によるもの（軌道のない道床用Ｅ０１Ｂ２７／０２；まくら木詰め込み用Ｅ０１Ｂ２７／１２）
,E01B  29/00,,軌道の敷設，補修，または取りはずし；それらに使用する機械または工具（Ｅ０１Ｂ２７／００，Ｅ０１Ｂ３１／００が優先）
,E01B  29/02,・,軌道組み立て体，転てつ器組み立て体，またはてっさ組み立て体の運搬，敷設，撤去または交換（Ｅ０１Ｂ２９／０４が優先）
,E01B  29/04,・,軌道の持ち上げまたは水平化（持ち上げ装置一般Ｂ６６Ｆ）
,E01B  29/05,・,レールとまくら木両方の運搬，敷設，撤去または交換（組み立て単体Ｅ０１Ｂ２９／０２）
,E01B  29/06,・,まくら木の運搬，敷設，撤去または交換（Ｅ０１Ｂ２９／０５が優先；運搬装置Ｂ６５Ｇ７／１２）
,E01B  29/09,・・,敷設されたレールの下でまたは下から行なうもの
,E01B  29/10,・・・,まくら木のそう入または撤去用
,E01B  29/11,・・・・,まくら木の破壊による撤去，例．それらの切断
,E01B  29/13,・・・,レールに平行な方向へのまくら木移動用，例．それらの間隔保持または設置用（Ｅ０１Ｂ２９／１０が優先）
,E01B  29/14,・・・,レール上へのまくら木持ち上げ用（持ち上げ装置一般Ｂ６６Ｆ）
,E01B  29/16,・,レールの運搬，敷設，撤去または交換；軌道内でのまくら木上のレール移動（Ｅ０１Ｂ２９／０５が優先；重量物の移動または傾斜一般Ｂ６５Ｇ７／００）
,E01B  29/17,・・,一列に組み立てられるレール延長，例．溶接するもの
,E01B  29/20,・・,軌道面にすえられたまくら木上に置かれたレールの移動
,E01B  29/22,・・,まくら木からのレールの起立，例．底板（ソールプレート）のそう入に用いるもの（持ち上げ装置一般Ｂ６６Ｆ）
,E01B  29/24,・,分離できる固定装置またはそれらの補助具の固定または撤去；分離できる固定装置による既組み立て軌道構成要素（Ｅ０１Ｂ２９／０２，Ｅ０１Ｂ３１／２６が優先）
,E01B  29/26,・・,犬くぎを用いる固定装置（Ｅ０１Ｂ２９／１６が優先；くぎまたは止め具の打ち込みまたは引き抜き用の手持ち工具Ｂ２５Ｃ）
,E01B  29/28,・・,ねじ・ナット形の固定装置（ねじくぎまたはその類似物の固定または撤去用可搬装置Ｂ２５Ｂ）；付加的なせん孔を伴なうためにそれらに使用する装置
,E01B  29/29,・・・,水平に配列された固定要素用，例．継ぎ目ボルト
,E01B  29/32,・,前記のグループに属しない軌道構成要素の設置または撤去，例．底板［ソールプレート］，アンチクリーパー［レールアンカー］（Ｅ０１Ｂ３１／２６が優先）
,E01B  29/40,・,軌道，レールまたは軌道内のまくら木を仮設する装置（仮継ぎ目板Ｅ０１Ｂ１１／１８）
,E01B  29/42,・,軌道内またはその上での軌道構成要素の分離不能な接合または固定，例．溶接によるもの，接着によるもの；接着によって既に組み立てられた軌道構成要素；充てん物でみたされた密封接合（Ｅ０１Ｂ３１／２６が優先；独立した加熱装置Ｅ０１Ｂ３１／１８；溶接一般Ｂ２３Ｋ；接着金属部分一般Ｆ１６Ｂ１１／００）
,E01B  29/44,・・,軌道におけるレールの効果的な接合方法，例．周囲温度の考慮
,E01B  29/46,・・,両方のレール端部を把持，位置決めまたは押す装置（レールの移動による結合の調整Ｅ０１Ｂ２９／２０）
,E01B  31/00,,軌道内またはその上でのレール，まくら木，床板（ベッドプレート，ベースプレート）または類似のものに対する作業；それらのために特に設計された機械，工具，または補助装置（軌道組み立てに独立して使用することに特徴のあるものＢ２１，Ｂ２３～Ｂ２５，Ｂ２７）
,E01B  31/02,・,現場でのレールまたはその他の金属製軌道構成要素の加工
,E01B  31/04,・・,切断または切截，例．鋸びき，剪断，溶断によるもの
,E01B  31/06,・・,穴あけ，例．せん孔，押し抜き，溶断によるもの
,E01B  31/08,・・,曲げ，例．レールまたはレール継ぎ目を直線にするためのもの（溶接に適するようレール端を整列するものＥ０１Ｂ２９／４６）
,E01B  31/12,・・,レール，レール継ぎ目，または床板（ベッドプレート，ベースプレート）の削成，例．溶接のばりとり，摩耗レールの更生
,E01B  31/13,・・・,フライス削りによるもの
,E01B  31/15,・・・,かんな削りまたはやすり掛けによるもの
,E01B  31/17,・・・,研削によるもの
,E01B  31/18,・・,摩耗または切損した部材の現場での更生または補修，例．はめ込みによるもの，溶接によるレールの更生（Ｅ０１Ｂ３１／０４～Ｅ０１Ｂ３１／１２が優先）；現場での部材の加熱または冷却，例．継ぎ目溝を縮めるもの，レールの硬度を高めるもの
,E01B  31/20,・,軌道内またはその上での非金属製まくら木の加工または処理，例．けがき，クレオソート注入（金属製まくら木の加工Ｅ０１Ｂ３１／０２）
,E01B  31/22,・・,木製まくら木の切断または研削，例．レール座の形成（Ｅ０１Ｂ３１／２４が優先）
,E01B  31/23,・・・,切断（軌道からその一部を取り除く事に関するものＥ０１Ｂ２９／１１）
,E01B  31/24,・・,まくら木の穴の形成，処理，修理または清掃；穴あけ用型板［テンプレート］（Ｅ０１Ｂ２９／２８，Ｅ０１Ｂ３１／２６が優先）
,E01B  31/26,・・,まくら木の穴へのそう入物や充てん物，例．プラグ，スリーブ，のそう入または取り出し
,E01B  31/28,・・,割れ防止または類似の補強手段の使用または除去（Ｅ０１Ｂ３１／２６が優先；それらの条帯Ｅ０１Ｂ３／０８）
,E01B  33/00,,軌道の持ち上げを伴うあるいは伴わない軌道の移動用，例．軌道整正用，掘削機の軌道の移動用，機械あるいは装置（まくら木つき固め機と結合されているものＥ０１Ｂ２７／１７）
,E01B  33/02,・,軌道の段階的な横移動用
,E01B  33/04,・・,手工具；台車に搭載されない装置
,E01B  33/06,・,軌道の連続的な横移動用，例．掘削機運搬のための軌道用
,E01B  33/08,・・,軌道の移動のためのブーム装置
,E01B  33/10,・・,軌道の移動のための門型装置
,E01B  33/12,・・,軌道の移動のためのブーム装置と門型装置とを結合したもの
,E01B  33/18,・・,特殊型の機械に特有でない細部
,E01B  33/21,・・・,軌条の移動のためのローラーの配置または構造
,E01B  35/00,,測定装置の軌道建設への応用（軌道の狂った個所を指示または記録するために機関車または車両に設ける装置Ｂ６１Ｋ９／００；角度，真直度または不規則性の測定一般Ｇ０１Ｂ，Ｇ０１Ｃ）
,E01B  35/02,・,軌間保持に用いるもの；横方向の整準に用いるもの；曲線の設計に用いるもの
,E01B  35/04,・・,車輪のある装置
,E01B  35/06,・,縦方向の不規則性の測定に用いるもの
,E01B  35/08,・・,高低用
,E01B  35/10,・・,平面用
,E01B  35/12,・,移動荷重下における軌道または軌道構成要素の移動，例．まくら木の沈下，軌間の拡張，を測定するもの
,E01B  37/00,,グループＥ０１Ｂ２７／００～Ｅ０１Ｂ３５／００の一つに属しない道床または軌道の敷設，維持，更新，または取りはずし
,E01C,,道路，競技場あるいは類似のものの建設またはその表面の作成；建設または修復用の機械または補助工具（雪や氷を固めたり，地ならしして道路または類似表面を形成するものＥ０１Ｈ）
,＜索引＞,,設計；基礎　１／００；３／００，１３／００
,,,道路，運動場または類似のものの舗装
,,,舗装一般　５／００，７／００
,,,特殊舗装　９／００，１３／００，１５／００
,,,細部　１１／００，１７／００
,,,道路，運動場または類似のものの建設または修復　２１／００，１９／００，２３／００
,E01C   1/00,,道路の設計またはレイアウト，例．騒音軽減のための，ガス吸収のための（競技場の設計またはレイアウトＡ６３Ｃ１９／００；飛行場の設計またはレイアウトＢ６４Ｆ）
,E01C   1/02,・,平面交さ，分岐または相互連絡
,E01C   1/04,・,立体交さ；高さが異なる道路間の相互連絡
,,,道路，運動場，競技場，飛行場の構造
,E01C   3/00,,舗装用基礎（運動場または競技場に特に適合するものＥ０１Ｃ１３／０２；基礎一般Ｅ０２Ｄ）
,E01C   3/02,・,ビチューメン舗装用コンクリート基礎
,E01C   3/04,・,土じょう安定化により造られる基礎
,E01C   3/06,・,水分，霜または振動による破壊的影響から基礎を保護するための方法または装置
,E01C   5/00,,既製の単位部材により造られる舗装（運動場または競技場に特に適合するものＥ０１Ｃ１３／０４，人道，歩道または自転車道に特に適合するものＥ０１Ｃ１５／００；人造石の製造Ｃ０４Ｂ；建築用石材Ｅ０４Ｃ；床Ｅ０４Ｆ）
,E01C   5/02,・,自然石，例．敷き石，で造られるもの
,E01C   5/04,・,煉瓦で造られるもの
,E01C   5/06,・,セメントまたは類似の結合材による単位部材で造られるもの
,E01C   5/08,・・,補強された単位部材で造られるもの
,E01C   5/10,・・・,プレストレスト補強された単位部材で造られるもの
,E01C   5/12,・,ビチューメン結合材による単位部材で造られるもの
,E01C   5/14,・,木製単位部材で造られるもの
,E01C   5/16,・,金属製単位部材で造られるもの（鋼製格子Ｅ０１Ｃ９／１０）
,E01C   5/18,・,ゴム製単位部材で造られるもの
,E01C   5/20,・,プラスチック製単位部材で造られるもの（Ｅ０１Ｃ５／１８が優先）
,E01C   5/22,・,グループＥ０１Ｃ５／０２～Ｅ０１Ｃ５／２０の２つまたはそれ以上に属する材料の混合により構成された単位部材で造られるもの
,E01C   7/00,,現場施工に適合した舗装（運動場または競技場に特に適合するものＥ０１Ｃ１３／０６，人道，歩道または自転車道に特に適合するものＥ０１Ｃ１５／００）
,E01C   7/02,・,結合材を用いないで骨材で造られるもの
,E01C   7/04,・・,砕石，砂利またはその類似材料で造られるもの
,E01C   7/06,・・,現場で骨材を溶融，焼成またはガラス化して造られるもの
,E01C   7/08,・,骨材と結合材で造られるもの
,E01C   7/10,・・,骨材とセメントまたはその類似の結合材で造られるもの（セメントまたはその類似の結合材，モルタルの組成物Ｃ０４Ｂ）
,E01C   7/12,・・・,モルタル仕上げの舗装
,E01C   7/14,・・・,コンクリート舗装
,E01C   7/16,・・・・,プレストレストコンクリート舗装
,E01C   7/18,・・,骨材とビチューメン結合材で造られるもの
,E01C   7/20,・・・,冷温状態で混合された結合材，例．天然アスファルト
,E01C   7/22,・・・,高温状態で混合された結合材，例．加熱されたビチューメン
,E01C   7/24,・・・,乳濁液または溶液体として混合された結合材（道路建造用の分散液または乳濁液の製造Ｃ０４Ｂ）
,E01C   7/26,・・・,その他の材料，例．セメント，ゴム，皮革，繊維，を混合したもの
,E01C   7/30,・・,骨材と他の結合材，例．合成物質で造られるもの
,E01C   7/32,・・,現場で種々の工程で造られるもの
,E01C   7/34,・・・,たがいに関連しない数工程で造られるもの
,E01C   7/35,・・,表面の被覆または仕上げ；混合，浸透またはそれらの散布方法
,E01C   7/36,・,土壌の安定化により造られるもの
,E01C   9/00,,特殊舗装（運動場または競技場に特に適合するものＥ０１Ｃ１３／００，人道，歩道または自転車道に特に適合するものＥ０１Ｃ１５／００）；道路または飛行場の特殊部分用舗装（舗装面発光体Ｅ０１Ｃ１７／００；マンホールまたは類似の蓋または枠Ｅ０２Ｄ２９／１４）
,E01C   9/02,・,車輪軌道（車両を誘導するレール軌道Ｅ０１Ｂ２５／２８）
,E01C   9/04,・,鉄道の平面踏み切りにおける舗装
,E01C   9/06,・,市街鉄道のレールに隣接した舗装
,E01C   9/08,・,仮舗装（鋼製格子Ｅ０１Ｃ９／１０）
,E01C   9/10,・,鋼製格子（下水溝ちりよけ格子Ｅ０３Ｆ５／０６；構造要素としての一般Ｅ０４Ｃ）
,E01C  11/00,,舗装の細部
,E01C  11/02,・,継ぎ目の配列または構造；継ぎ目の造成方法；継ぎ目の充てん（道路または飛行場の舗装用に限定されない継ぎ目のシーリングＥ０４Ｂ１／６８）
,E01C  11/04,・・,セメントコンクリート舗装用のもの
,E01C  11/06,・・・,継ぎ目の造成方法
,E01C  11/08,・・・,金属の充てん
,E01C  11/10,・・・,可塑性または弾性物質の充てん
,E01C  11/12,・・・,金属と可塑性または弾性物質との充てん
,E01C  11/14,・・・,ダボ組み立て部材
,E01C  11/16,・,補強（構築用一般Ｅ０４Ｃ）
,E01C  11/18,・・,セメントコンクリート舗装用のもの
,E01C  11/20,・・・,プレストレストコンクリート舗装用のもの
,E01C  11/22,・,街きょ；縁石（道路使用者に警告するのに特に適合した縁石Ｅ０１Ｆ９／５３５）
,E01C  11/24,・,すべり防止または天候の影響からの防護方法または装置
,E01C  11/26,・・,常設された加熱または送風装置
,E01C  13/00,,運動場または競技場用に特に適合される舗装または基礎（一般的レイアウトＡ６３Ｃ１９／００）
,E01C  13/02,・,基礎，例．排水または加熱装置を有するもの［６］
,E01C  13/04,・,既製の単位部材で造られる舗装（Ｅ０１Ｃ１３／０８，Ｅ０１Ｃ１３／１０が優先）［６］
,E01C  13/06,・,現場施工の舗装（Ｅ０１Ｃ１３／０８，Ｅ０１Ｃ１３／１０が優先）［６］
,E01C  13/08,・,芝をまねた表面［６］
,E01C  13/10,・,雪または氷上スポーツの屋外または屋内実施用人工表面のためのもの（Ｅ０１Ｃ１３／０８が優先；ウインタースポーツまたは類似のレクレーション目的のための雪または氷の製造Ｆ２５Ｃ３／００）［６］
,E01C  13/12,・・,雪上スポーツ用［６］
,E01C  15/00,,人道，歩道または自転車道に特に適用される舗装
,E01C  17/00,,舗装面発光体，すなわち表面部分を形成する半透明構造物（道路に目標をつけるために特に設計されたブロックＥ０１Ｆ９／５２４）
,,,道路または類似構造物の表面の建設または修復用機械，工具または補助装置
,E01C  19/00,,舗装用材料の調製または散布用，敷設された材料の作業用，または舗装の形成，固め，または仕上げ用の機械，工具または補助装置（表面安定化Ｅ０１Ｃ２１／００；舗装の修正または修復用に特に適合される装置Ｅ０１Ｃ２３／００）
,E01C  19/02,・,材料調整用のもの
,E01C  19/05,・・,破砕，微粉砕または分解用の装置（一般Ｂ０２Ｃ）；骨材の篩（ふるい）分け，洗浄または加熱装置
,E01C  19/08,・・,アスファルト，ビチューメン，タールまたはその類似物の運搬および溶融装置（タール，アスファルトまたはその類似物用の定置式に配置された溶融ボイラＣ１０Ｃ３／１２）
