インデキシングフラグ,記号,ドット,タイトル
,,,カートリッジろ過機　２７／００
,,,可動ろ過体を有するろ過機　３３／００
,,,ろ過装置　３５／００
,,,ろ過系統または組み合わせ　３６／００
,,,他の工程によるもの　４３／００
,,,ガスまたは蒸気からの分散粒子の分離
,,,ガスまたは蒸気の前処理　５１／００
,,,重力，慣性，遠心力によるもの；ろ過によるもの；装置の組み合わせによるもの　４５／００；４６／００；５０／００
,,,他の方法によるもの　４７／００，４９／００
,,,ろ過材　３９／００，４１／００
,,,同位元素の分離　５９／００
,,,吸収，吸着，クロマトグラフィー；その他の分離方法　１５／００，１５／０８，５３／０２，５３／１４；５７／００
,,,半透膜を用いる分離；透析，浸透，限外ろ過　６１／００～７１／００
,B01D   1/00,,蒸発（固体材料または物体から液体を除去することによる乾燥Ｆ２６Ｂ）
,B01D   1/02,・,加熱コイルつき蒸発缶
,B01D   1/04,・,水平管つき蒸発缶
,B01D   1/06,・,垂直管つき蒸発缶
,B01D   1/08,・・,短管を有するもの（Ｂ０１Ｄ１／１２が優先）
,B01D   1/10,・・,長管を有するもの，例．ケスナー蒸発管（Ｂ０１Ｄ１／１２が優先）
,B01D   1/12,・・,そして強制循環のもの
,B01D   1/14,・,液体と接触しうる加熱ガスあるいは蒸気を有するもの
,B01D   1/16,・,噴霧によるもの（Ｂ０１Ｄ１／２２が優先）
,B01D   1/18,・・,乾燥固体をうるためのもの（Ｂ０１Ｄ１／２４が優先）
,B01D   1/20,・・,噴霧装置
,B01D   1/22,・,加熱表面に液体の薄層を接触させることによるもの
,B01D   1/24,・・,乾燥固体をうるためのもの
,B01D   1/26,・,多重効用蒸発
,B01D   1/28,・,蒸気圧縮器を有するもの
,B01D   1/30,・,蒸発缶の付属装置
,B01D   3/00,,蒸留またはそれに関連する液体がガス状媒質と接触するプロセス，例．ストリッピング［２］
,B01D   3/02,・,ボイラーまたは蒸留器内でのもの［２］
,B01D   3/04,・,パイプスチル
,B01D   3/06,・,フラッシュ蒸留［２］
,B01D   3/08,・,回転容器内でのもの；回転板への噴霧（Ｂ０１Ｄ３／１０が優先）
,B01D   3/10,・,真空蒸留（Ｂ０１Ｄ３／１２が優先）［２］
,B01D   3/12,・,分子蒸留［２］
,B01D   3/14,・,分留
,B01D   3/16,・・,蒸気が液体中を沸泡して通る分留塔
,B01D   3/18,・・・,水平バブルプレートを有するもの
,B01D   3/20,・・・・,バブルキャップ；蒸気用ライザー；液体用溢流管
,B01D   3/22,・・・,水平多孔板または格子を有するもの；多孔板または格子の構造
,B01D   3/24,・・・,傾斜プレートまたは階段状に据えつけられた構成体を有するもの
,B01D   3/26,・・,蒸気と液体とが相互に流れる分留塔，または流体が蒸気中に噴霧される分留塔，または二相混合物が一方向に流れる分留塔
,B01D   3/28,・・・,表面接触および垂直ガイドを有する分留塔，例．薄膜操作
,B01D   3/30,・・,可動部分を有するかまたは遠心力の働らきによる分留塔
,B01D   3/32,・・,分留塔の他の特徴
,B01D   3/34,・,一個またはそれ以上の添加物を用いるもの
,B01D   3/36,・・,共沸蒸留
,B01D   3/38,・・,水蒸気蒸留
,B01D   3/40,・・,抽出蒸留
,B01D   3/42,・,調節；制御
,B01D   5/00,,蒸気の凝縮；凝縮による揮発性溶剤の回収（Ｂ０１Ｄ８／００が優先；凝縮器Ｆ２８Ｂ）［３］
,B01D   7/00,,昇華（Ｂ０１Ｄ８／００が優先；凍結乾燥Ｆ２６）
,B01D   7/02,・,気相から直接の晶出（単結晶Ｃ３０Ｂ２３／００）［２］
,B01D   8/00,,コールドトラップ；コールドバッフル［３］
,B01D   9/00,,晶析（気相から直接の晶出Ｂ０１Ｄ７／０２；単結晶の製造Ｃ３０Ｂ）
,B01D   9/02,・,溶液からの晶析
,B01D   9/04,・・,凍結した溶剤を除去することにより溶液を濃縮するもの
,B01D  11/00,,溶剤抽出
,B01D  11/02,・,固体の溶剤抽出
,B01D  11/04,・,液体溶液の溶剤抽出
,B01D  12/00,,液体の置換，例．湿潤固体，液体の分散質または液体中の固体から液体を他の液体により置換すること
,B01D  15/00,,固体吸着剤による液体の処理を含む分離方法；その装置［４］
,B01D  15/02,・,移動吸着剤によるもの
,B01D  15/04,・,吸着剤としてイオン交換剤を用いるもの（Ｂ０１Ｄ１５／３６が優先）［１，８］
,B01D  15/08,・,選択的吸着，例．クロマトグラフィー
,＜注＞,,グループ１５／０８が，クロマトグラフィー一般に関する完全なサーチをするための基礎を提供するために，全ての重要な主題事項が，それが主に応用指向箇所に分類されたとしてもなお，このグループに分類する。例えば，乳製品Ａ２３Ｃ９／１４８，血液の処理，例．Ａ６１Ｍ１／３６，光学活性有機化合物Ｃ０７Ｂ５７／００またはペプチドＣ０７Ｋ１／１６［８］
,B01D  15/10,・・,構造上または操作上の特性に特徴があるもの［８］
,B01D  15/12,・・・,供給液の調製に関するもの［８］
,B01D  15/14,・・・,装置への供給液の導入に関するもの［８］
,B01D  15/16,・・・,流体キャリアの調節に関するもの［８］
,B01D  15/18,・・・,フローパターンに関するもの［８］
,B01D  15/20,・・・,吸着剤の調節に関するもの［８］
,B01D  15/22,・・・,カラムの構造に関するもの［８］
,B01D  15/24,・・・,分配されたフラクションの処理に関するもの［８］
,B01D  15/26,・・,分離機構に特徴があるもの［８］
,B01D  15/30,・・・,分配クロマトグラフィー［８］
,B01D  15/32,・・・,結合相クロマトグラフィー，例．通常の結合相，逆相または疎水性相互作用を伴うもの［８］
,B01D  15/34,・・・,サイズ選択的分離，例．サイズ排除クロマトグラフィー；ゲルろ過；浸透［８］
,B01D  15/36,・・・,イオン相互作用を含むもの，例．イオン交換，イオン対，イオン抑制またはイオン排除［８］
,B01D  15/38,・・・,グループＢ０１Ｄ１５／３０～Ｂ０１Ｄ１５／３６のうち１以上のグループに包含されない特定の相互作用を含むもの，例．親和性，配位子交換またはキラルクロマトグラフィー［８］
,B01D  15/40,・・・,移動相または溶離剤として超臨界流体を用いているもの［８］
,B01D  15/42,・・,展開モードに，例．置換または溶離に，特徴があるもの［８］
,B01D  17/00,,他に適当な分類のない液体の分離，例．熱拡散によるもの
,B01D  17/02,・,非混合性液体の分離
,B01D  17/022,・・,選択的ぬれ付着能をもつ固体との接触によるもの［４］
,B01D  17/025,・・,重力によるもの，沈でん槽内におけるもの［４］
,B01D  17/028,・・・,邪魔板を有するもの［４］
,B01D  17/032,・・・,分離された液体の少くとも一つを取り除くための特別な装置を有するもの［４］
,B01D  17/035,・・,気泡の使用又は混合物中に導入された固体を移動させることによるもの［４］
,B01D  17/038,・・,遠心力によるもの（遠心分離機Ｂ０４Ｂ；サイクロンＢ０４Ｃ）［４］
,B01D  17/04,・・,エマルジョン分解
,B01D  17/05,・・・,化学的処理によるもの［４］
,B01D  17/06,・,電気による液体相互の分離
,B01D  17/09,・,熱拡散によるもの［４］
,B01D  17/12,・,液体分離装置に用いるために特別に適合する付属装置，例．制御回路［４］
,B01D  19/00,,液体の脱気
,B01D  19/02,・,泡の消散または防止
,B01D  19/04,・・,化学物質の添加によるもの
,B01D  21/00,,沈でんによる液体から懸濁固体粒子の分離（差別沈降Ｂ０３Ｄ３／００）
,B01D  21/01,・,凝集剤を用いるもの［２］
,B01D  21/02,・,沈でん槽［４］
,B01D  21/04,・・,移動掻取機をもつもの
,B01D  21/06,・・・,回転掻取機をもつもの
,B01D  21/08,・・,凝集室のあるもの
,B01D  21/18,・,掻取機の構造または沈でん槽の運転機構
,B01D  21/20,・・,運転機構
,B01D  21/22,・・,安全機構
,B01D  21/24,・,沈でん槽の供給または排出機構
,B01D  21/26,・,遠心力の補助による沈でん分離
,B01D  21/28,・,沈でん作用を促進するための機械的付属装置，例．振動装置又は同様な装置［４］
,B01D  21/30,・,制御機器［４］
,B01D  21/32,・・,清澄水および沈でん物の濃度制御，例．光学的制御［４］
,B01D  21/34,・・,供給分配の調節；液体レベルの調節［４］
,,,ろ過；ろ過材，その再出［２］
,B01D  24/00,,不定形ろ過材，すなわち．その個々の粒子または繊維間が束縛されないろ過材を用いるろ過機（Ｂ０１Ｄ２７／０２が優先）［５］
,B01D  24/02,・,ろ過操作の間静止しているろ過層を有するもの［５］
,B01D  24/04,・・,ろ過材が透過固定壁間に締め付けられるもの（Ｂ０１Ｄ２４／１０，Ｂ０１Ｄ２４／２０が優先）［５］
,B01D  24/06,・・・,透過壁が一連のよろい張りまたはスリットからなるもの［５］
,B01D  24/08,・・・,ろ過材がすくなくとも２つの透過同軸壁により支持されるもの［５］
,B01D  24/10,・・,ろ過材が閉鎖容器中に保持されるもの［５］
,B01D  24/12,・・・,下向きろ過，かつろ過材が透過表面により支持されるもの（Ｂ０１Ｄ２４／１８が優先）［５］
,B01D  24/14,・・・,下向きろ過，かつ容器が分配または収集ヘッダーまたは透過導管を有するもの（Ｂ０１Ｄ２４／１８が優先）［５］
,B01D  24/16,・・・,上向きろ過（Ｂ０１Ｄ２４／１８が優先）［５］
,B01D  24/18,・・・,上向きおよび下向きにろ過が組み合わされたもの［５］
,B01D  24/20,・・,ろ過材が開放容器中に備えられるもの［５］
,B01D  24/22,・・・,下向きろ過，かつろ過材が透過表面により支持されるもの［５］
,B01D  24/24,・・・,下向きろ過，かつ容器が分配または収集ヘッダーまたは透過導管を有するもの［５］
,B01D  24/26,・・・,上向きろ過［５］
,B01D  24/28,・,ろ過操作の間運動するろ過層を有するもの（流動するろ過層を有するものＢ０１Ｄ２４／３６）［５］
,B01D  24/30,・・,移動［５］
,B01D  24/32,・・,回転［５］
,B01D  24/34,・,運動する透過支持体およびろ過材を有するもの（傾けるバケット，トレイまたは類似部分Ｂ０１Ｄ３３／３２７）［５］
,B01D  24/36,・,ろ過操作の間流動するろ過層を有するもの（静止しているろ過層を有するものＢ０１Ｄ２４／０２）［５］
,B01D  24/38,・,供給または排出装置［５］
,B01D  24/40,・・,供給用［５］
,B01D  24/42,・・,ろ液排出用［５］
,B01D  24/44,・・,ろ過ケーキの排出用，例．シュート［５］
,B01D  24/46,・,ろ過機中におけるろ過材の再生（Ｂ０１Ｄ２４／４４が優先）［５］
,B01D  24/48,・,ろ過を制御するための装置と一体に組み合わされているもの［５］
,B01D  25/00,,複数のろ過体またはその種のろ過体からなるろ過要素をいくつか締結して構成したろ過機（円盤ろ過機Ｂ０１Ｄ２９／３９）［５］
,B01D  25/02,・,ろ過体があらかじめ独立して作られたろ過ユニットであるところのもの，例．モジュールシステム
,B01D  25/12,・,フィルタープレス，すなわちろ板形またはろ板およびろ枠形のもの
,B01D  25/127,・・,ろ過操作の間プレス板間またはろ板とろ枠との間に締め付けられるように配置された１つ以上の走行可能なろ過帯を有するもの，例．ジグザグ無端ろ過機（Ｂ０１Ｄ２５／１７２，Ｂ０１Ｄ２５／１７６，Ｂ０１Ｄ２５／１９が優先）［５］
,B01D  25/133,・・・,ろ過ケーキを圧搾するもの，例．膨脹可能な膜によるもの［５］
,B01D  25/164,・・,室板プレス，すなわちろ過体の両側が２つの連続するろ板間に締め付けられるもの（Ｂ０１Ｄ２５／１２７，Ｂ０１Ｄ２５／１７２，Ｂ０１Ｄ２５／１７６，Ｂ０１Ｄ２５／１９が優先）［５］
,B01D  25/168,・・・,ろ過ケーキを圧搾するもの，例．膨脹可能な膜によるもの［５］
,B01D  25/172,・・,ろ板を開く手段（ろ過ケーキの除去Ｂ０１Ｄ２５／３２）［５］
,B01D  25/176,・・,ろ過体をろ過プレス板に取り付けるもの，例．板の中央供給孔の回りに取り付けるもの［５］
,B01D  25/19,・・,フィルタプレスを閉じるための締付手段，例．油圧ジャッキ［５］
,B01D  25/21,・・,板枠プレス（Ｂ０１Ｄ２５／１７２，Ｂ０１Ｄ２５／１７６，Ｂ０１Ｄ２５／１９が優先）［５］
,B01D  25/22,・,セル形ろ過機
,B01D  25/24,・・,セル形回転ろ過機
,B01D  25/26,・・,セル形積層ろ過機
,B01D  25/28,・,ろ過機でのろ過ケーキの溶解または洗浄
,B01D  25/30,・,供給装置
,B01D  25/32,・,ろ過ケーキの除去
,B01D  25/34,・・,ろ過体の運動によるもの
,B01D  25/36,・・・,遠心力によるもの
,B01D  25/38,・・,静止ろ過体に接触する運動部材，例．掻取装置，によるもの
,B01D  27/00,,使い捨て型のカートリッジろ過機［５］
,B01D  27/02,・,不定形素材から作られたカートリッジを有するもの
,B01D  27/04,・,一種類の材質から作られたカートリッジを有するもの，例．ろ紙
,B01D  27/06,・・,波形，折り畳まれたまたは巻き回された材料を有するもの
,B01D  27/07,・・・,ろ過体を通ずる同軸流を有するもの［５］
,B01D  27/08,・,ケーシングの構造
,B01D  27/10,・,安全装置，例．バイパス
,B01D  27/14,・,１つ以上のろ過体を有するもの［５］
,B01D  29/00,,ろ過操作の間静止しているろ過体を有するグループＢ０１Ｄ２４／００～Ｂ０１Ｄ２７／００に包含されないろ過機，例．加圧または吸引ろ過機；そのためのろ過体
,B01D  29/01,・,平坦なろ過体を有するもの（Ｂ０１Ｄ２９／３９が優先）［５］
,B01D  29/03,・・,自己支持するもの［５］
,B01D  29/05,・・,支持されるもの［５］
,B01D  29/07,・・・,波形，折り畳まれたまたは巻き回されたろ過シートを有するもの［５］
,B01D  29/075,・・,閉鎖ハウジング内に配置され，ろ過体のケーキ側上にかき落し機または攪拌機を設けるもの，例．化学反応，ろ過およびケーキ処理のような多段階操作を行なうためのヌッチェ型またはローゼンムント型ろ過機［５］
,＜注＞,,もしこのグループに分類した主題事項が，グループ２９／００の他のグループに包含される関係情報も含むならば，それはグループ２９／００の他の適切なサブグループにも分類される。［５］
,B01D  29/085,・,じょうごろ過機；そのための支持器［５］
,＜注＞,,もしこのグループに分類した主題事項が，グループ２９／００の他のグループに包含される関係情報も含むならば，それはグループ２９／００の他の適切なサブグループにも分類される。［５］
,B01D  29/09,・,ろ過帯を有するもの，例．ろ過操作の間に運動しうるもの［５］
,B01D  29/11,・,バッグ，かご，ホース，管，スリーブまたは類似のろ過体を有するもの［５］
,B01D  29/13,・・,支持されたろ過体［５］
,B01D  29/15,・・・,内向流ろ過用に配設されたもの［５］
,B01D  29/17,・・・・,末端の開放されているもの［５］
,B01D  29/19,・・・・,表面みぞおよびこれに類するものを固定枠上に取りつけたもの［５］
,B01D  29/21,・・・・,波形，折り畳まれたまたは巻き回されたシートを有するもの［５］
,B01D  29/23,・・・,外向流ろ過用に配設されたもの［５］
,B01D  29/25,・・・・,末端の開放されているもの［５］
,B01D  29/27,・・・・,ろ過バッグ［５］
,B01D  29/31,・・,自己支持ろ過体［５］
,B01D  29/33,・・・,内向流ろ過用に配設されたもの［５］
,B01D  29/35,・・・,外向流ろ過用に配設されたもの［５］
,B01D  29/37,・・・,末端の開放されているもの［５］
,B01D  29/39,・,１つ以上の管の管上または周囲に並設された中空円盤を有するもの，例．葉状型のもの［５］
,B01D  29/41,・・,管上に管を横切るようにすえ付けられたもの［５］
,B01D  29/43,・・,管上に管を横切らないようにすえ付けられたもの［５］
,B01D  29/44,・,端辺ろ過体，すなわち隣接する非透過性表面を有するもの［４］
,B01D  29/46,・・,平担なものを積み重ねたろ過体［４］
,B01D  29/48,・・,渦巻状またはら旋状に巻かれたろ過体［４］
,B01D  29/50,・,相互の配置に特徴のある多数のろ過体を有するもの（Ｂ０１Ｄ２９／３９が優先）［５］
,B01D  29/52,・・,並列に結合されたもの［５］
,B01D  29/54,・・・,同心または同軸に配列されたもの［５］
,B01D  29/56,・・,直列に結合されたもの［５］
,B01D  29/58,・・・,同心または同軸に配列されたもの［５］
,B01D  29/60,・,ろ過を制御するための装置と一体に組み合されているもの［５］
,B01D  29/62,・,ろ過機中におけるろ過材の再生（多数ユニットからなるろ過機の１つ以上のユニットの運転を休止させる装置，例．再生のため，Ｂ０１Ｄ３５／１２）［５］
,B01D  29/64,・・,ろ過体のケーキ側で作用するかき落し機，ブラシまたは類似物によるもの［５］
,B01D  29/66,・・,フラッシュによるもの，例．向流空気衝撃［５］
,B01D  29/68,・・・,逆洗用アーム，シューまたはノズルを有するもの［５］
,B01D  29/70,・・,ろ過体の運動によって生ずる力によるもの［５］
,B01D  29/72,・・・,振動を含むもの［５］
,B01D  29/74,・・・,遠心力を含むもの［５］
,B01D  29/76,・,再生以外の目的でろ過機中のろ過ケーキを処理するもの（Ｂ０１Ｄ２９／９４が優先）［５］
,B01D  29/78,・・,洗浄用［５］
,B01D  29/80,・・,乾燥用［５］
,B01D  29/82,・・・,圧搾によるもの［５］
,B01D  29/84,・・・,ガスまたは加熱によるもの［５］
,B01D  29/86,・・,ろ過期間中ろ過機上にケーキが堆積するのを遅らせるもの，例．攪拌機を用いるもの［５］
,B01D  29/88,・,供給または排出装置を有するもの［５］
,B01D  29/90,・・,供給用［５］
,B01D  29/92,・・,ろ液排出用［５］
,B01D  29/94,・・,ろ過ケーキ排出用，例．シュート［５］
,B01D  29/96,・,ろ過体がろ過操作とろ過操作の間運動するもの；ろ過体を除去または取換えるための特別な手段；ろ過機用輸送システム（Ｂ０１Ｄ２９／０９，Ｂ０１Ｄ２９／７０が優先）［５］
,B01D  33/00,,ろ過操作中運動するろ過体を有するろ過機（ろ過操作中運動または流動する不定形粒子を用いるろ過機Ｂ０１Ｄ２４／２８～Ｂ０１Ｄ２４／３６；遠心分離機Ｂ０４Ｂ）［５］
,B01D  33/01,・,前後に運動するろ過体を有するもの，例．ピストン（Ｂ０１Ｄ３３／０４～Ｂ０１Ｄ３３／３２７が優先）［５］
,B01D  33/03,・・,振動するろ過体を有するもの［５］
,B01D  33/04,・,ろ過のため浸透しない円筒上に支持されたろ過帯または類似物を有するもの［５］
,B01D  33/044,・,ろ過のため浸透する円筒上に支持されたろ過帯または類似物を有するもの［５］
,B01D  33/048,・・,無端ろ過帯を有するもの［５］
,B01D  33/052,・・・,圧搾装置と組み合されたもの（Ｂ０１Ｄ３３／６４が優先）［５］
,B01D  33/056,・,ろ過帯または支持ベルトの構造，例．ろ過帯または支持ベルトを中心におく，取付けるまたは密封するための装置［５］
,B01D  33/06,・,回転する円筒状ろ過表面を有するもの，例．中空ドラム（Ｂ０１Ｄ３３／０４４が優先）
,B01D  33/067,・・,ろ過ドラムの構造，例．取付けまたは密封装置［５］
,B01D  33/073,・・,内向流ろ過用に配設されたもの［５］
,B01D  33/09,・・・,独立して圧力分配機に結合されたろ過表面を持つ室を有するもの［５］
,B01D  33/11,・・,外向流ろ過用に配設されたもの［５］
,B01D  33/13,・・・,独立して圧力分配機に結合されたろ過表面を持つ室を有するもの［５］
,B01D  33/15,・,回転する平らなろ過表面を有するもの［５］
,B01D  33/17,・・,回転するろ過台を有するもの（別々に傾きうるバケット，トレイまたは類似の部分に分割された台Ｂ０１Ｄ３３／３２７）［５］
,B01D  33/19,・・・,台表面が連続的に傾斜される扇形区画または室に分割されるもの，例．ろ過ケーキを排出するためのもの［５］
,B01D  33/21,・・,中空回転軸上に軸を横切るようにすえ付けられた中空ろ過円盤を有するもの［５］
,B01D  33/23,・・・,円盤またはその扇形区画の構造［５］
,B01D  33/25,・・,中空回転軸上に軸方向にすえ付けられた中空枠体を有するもの［５］
,B01D  33/27,・,円筒状でもなく，平面状でもない回転ろ過表面を有するもの，例．螺旋形表面［５］
,B01D  33/29,・,ろ過体の運動が運動の組み合せであるもの（Ｂ０１Ｄ３３／１９が優先）［５］
,B01D  33/31,・・,遊星運動［５］
,B01D  33/327,・・,傾けるバケット，トレイまたは類似の部分［５］
,B01D  33/333,・,閉鎖通路に沿って運動する個々のろ過体を有するもの（傾けるバケット，トレイまたは類似の部分Ｂ０１Ｄ３３／３２７）［５］
,B01D  33/35,・,相互の配置に特徴のある多数のろ過体を有するもの（Ｂ０１Ｄ３３／２１が優先）［５］
,B01D  33/37,・・,並列に結合されたもの［５］
,B01D  33/39,・・・,同心または同軸に結合されたもの［５］
,B01D  33/41,・・,直列に結合されたもの［５］
,B01D  33/42,・・・,同心または同軸に結合されたもの［５］
,B01D  33/44,・,ろ過機中におけるろ過材の再生（多数のユニットからなるろ過機の１つ以上のユニットの運転を休止させる装置，例．再生のため，Ｂ０１Ｄ３５／１２）［５］
,B01D  33/46,・・,ろ過体のケーキ側で作用するかき落し機，ブラシまたは類似物によるもの［５］
,B01D  33/48,・・,フラッシュによるもの，例．向流空気衝撃［５］
,B01D  33/50,・・・,逆洗用アーム，シューまたはノズルを有するもの［５］
,B01D  33/52,・・,ろ過体の運動によって生ずる力によるもの［５］
,B01D  33/54,・・・,振動を含むもの［５］
