インデキシングフラグ,記号,ドット,タイトル
,F01B  11/02,・,つりあいまたは緩衝装置
,F01B  11/04,・,往復駆動装置と組み合わせた機関，例．ハンマ（ポンプをもつものＦ０１Ｂ２３／０８；駆動装置の主要な特徴は，装置に関連したクラス参照）
,F01B  11/06,・・,振動のみを発生するもの
,F01B  11/08,・,直接流体運動装置をもつもの（Ｆ０１Ｂ１１／０２が優先）
,F01B  13/00,,シリンダを回転させることによりピストンを往復動させる往復ピストン機械または機関（可とう壁型の機械または機関Ｆ０１Ｂ１９／００）［２］
,F01B  13/02,・,１つのシリンダをもつもの
,F01B  13/04,・,２つ以上のシリンダをもつもの
,F01B  13/06,・・,星形に配置されたもの
,F01B  15/00,,１３／００以外の可動シリンダをもつ往復ピストン機械または機関（作用流体制御用可動シリンダスリーブをもつものＦ０１Ｌ）
,F01B  15/02,・,往復シリンダをもつもの（１つのピストンが他のピストン内にあるものＦ０１Ｂ７／２０）
,F01B  15/04,・,揺動シリンダをもつもの
,F01B  15/06,・・,作動流体の供給排出の制御
,F01B  17/00,,ユニフロー理論の利用を特徴とする往復ピストン機械または機関
,F01B  17/02,・,機関
,F01B  17/04,・・,蒸気機関
,F01B  19/00,,可とう壁形容積形機械または機関
,F01B  19/02,・,板形可とう部材をもつもの
,F01B  19/04,・,管形可とう部材をもつもの
,F01B  21/00,,２以上の機械または機関の組み合わせ（Ｆ０１Ｂ２３／００が優先；２つ以上のポンプの組み合わせＦ０４；流体伝動装置Ｆ１６Ｈ；調整または制御は関連グループを参照）
,F01B  21/02,・,すべてが往復ピストン形の機械または機関
,F01B  21/04,・,すべてが往復ピストン形ではない機械または機関，例．往復蒸気機関と蒸気タービンの組み合わせ
,F01B  23/00,,特定用途への機械または機関の適用；機関とそれによって駆動される装置の組み合わせ（Ｆ０１Ｂ１１／００が優先；流体伝動装置Ｆ１６Ｈ；被動装置という面から主として観るときは，それらの装置の関連クラス参照；調節または制御は関連グループ参照）
,F01B  23/02,・,乗物駆動に対する適用，例．機関車（車両における配置，車両の関連クラス参照）
,F01B  23/04,・・,乗物が水上船であるもの
,F01B  23/06,・,手持工具等の駆動に対する適用，または手持工具等との組み合わせ
,F01B  23/08,・,ポンプ駆動に対する適用，またはポンプとの組み合わせ
,F01B  23/10,・,発電機駆動に対する適用，または発電機との組み合わせ
,F01B  23/12,・,圧延機または他の重可逆機械を駆動するための適用
,F01B  25/00,,調節，制御，または安全装置（調節または制御一般Ｇ０５）
,F01B  25/02,・,作動流体の供給または排出を変化することによる調節または制御，例．圧力または量の変化によるもの（分配または膨張弁装置Ｆ０１Ｌ）
,F01B  25/04,・・,感知素子
,F01B  25/06,・・・,速度に応動するもの
,F01B  25/08,・・,末端アクチュエータ
,F01B  25/10,・・・,作動流体の供給弁または排出弁の配置または適用（弁一般Ｆ１６Ｋ）
,F01B  25/12,・・,感知素子または末端アクチュエータを処理する装置またはそれらの間の伝達装置，例．動力補助（感知素子のみＦ０１Ｂ２５／０４；末端アクチュエータのみＦ０１Ｂ２５／０８）
,F01B  25/14,・・,特殊な機械または機関に特有のもの
,F01B  25/16,・,特殊な状態に応動する安全装置（蒸気機関における水槌等に対するものＦ０１Ｂ３１／３４）
,F01B  25/18,・・,正しくない方向への回転防止
,F01B  25/20,・,安全装置の点検
,F01B  25/22,・,作動流体の向きを変えることによる制動
,F01B  25/24,・・,それによるエネルギの再生
,F01B  25/26,・,警報装置
,F01B  27/00,,機械または機関の始動（燃焼機関の始動Ｆ０２Ｎ）
,F01B  27/02,・,往復ピストン機関の始動
,F01B  27/04,・・,作動流体供給の指向によるもの，例．蒸気側路導管の助けによるもの
,F01B  27/06,・・・,特に複合機関用
,F01B  27/08,・・,クランクを死点から離して動かす装置（回転装置一般Ｆ１６Ｈ）
,F01B  29/00,,メイングループＦ０１Ｂ１／００～Ｆ０１Ｂ２７／００に分類されるもの以外の適当な特徴をもった機械または機関
,F01B  29/02,・,大気機関，すなわち，大気が真空に対して作動するもの
,F01B  29/04,・,１つの形から他の形に変換する装置を特徴とするもの
,F01B  29/06,・・,蒸気機関から燃焼機関に変換するもの
,F01B  29/08,・,それ以外の往復ピストン機械または機関
,F01B  29/10,・・,機関（冷凍機関Ｆ２５Ｂ）
,F01B  29/12,・・・,蒸気機関（がん具用蒸気機関Ａ６３Ｈ２５／００）
,F01B  31/00,,他のグループに分類されない構成部分，細部，または付属品（蒸気機関に特有のもの以外の機械または機関ケーシングＦ１６Ｍ）
,F01B  31/02,・,氷結現象を有する機関用解氷装置
,F01B  31/04,・,往復ピストン機械または機関におけるトルク平均装置（機構における慣性力の補正，振動抑制Ｆ１６Ｆ）
,F01B  31/06,・,構成部分の相対的膨張を補償する装置
,F01B  31/08,・,蒸気機関の冷却（流体機械の冷却一般Ｆ０１Ｐ）；加熱；断熱（断熱一般Ｆ１６Ｌ５９／００）
,F01B  31/10,・,蒸気機関の潤滑装置（流体機械または機関の潤滑一般Ｆ０１Ｍ）
,F01B  31/12,・,計測または指示装置の配置（警報装置Ｆ０１Ｂ２５／２６；計測装置等自体Ｇ０１）
,F01B  31/14,・,圧縮比の変更
,F01B  31/16,・,蒸気機関に特に適した消音器（蒸気機関における排気管の配置Ｆ０１Ｂ３１／３０；機械または機関用ガス流消音器または排気消音器一般Ｆ０１Ｎ）
,F01B  31/18,・,ドレンを抜くこと
,F01B  31/20,・・,シリンダのドレン抜き
,F01B  31/22,・,アイドリング装置，例．バイパス弁を有するもの
,F01B  31/24,・・,ピストンおよび主軸間の連結の分解
,F01B  31/26,・,蒸気機関に特有の他の構成部分，細部，または付属品
,F01B  31/28,・・,シリンダまたはシリンダカバー
,F01B  31/30,・・,蒸気導管の配置
,F01B  31/32,・・,真空ブレーカーの配置または適用
,F01B  31/34,・・,水撃または水の浸入に対する安全装置（蒸気トラップＦ１６Ｔ）
,F01B  31/36,・・・,自動的に蒸気供給をしゃ断するもの
,F01C,,回転ピストン式または揺動ピストン式機械または機関（燃焼機関Ｆ０２；内部燃焼に関するものＦ０２Ｂ５３／００，Ｆ０２Ｂ５５／００；液体用機械Ｆ０３，Ｆ０４）
,＜注＞,,（１）このサブクラスは以下のものを包含する：
,,,―圧縮性流体．例．水蒸気，を用いる回転ピストン式または揺動ピストン式機関；
,,,―液体および圧縮性流体を用いる回転ピストン式または揺動ピストン式機関；
,,,―圧縮性流体を用いる回転ピストン式または揺動ピストン式機械；
,,,―液体および圧縮性流体を用いる回転ピストン式または揺動ピストン式機械。
,,,（２）このサブクラスにおいては，下記の表現は以下に示す意味で用いる：
,,,―“回転ピストン式機械”という用語はドイツ語の“Ｄｒｅｈｋｏｌｂｅｎｍａｓｃｈｉｎｅｎ”“Ｋｒｅｉｓｋｏｌｂｅｎｍａｓｃｈｉｎｅｎ”および“Ｕｍｌａｕｆｋｏｌｂｅｎｍａｓｃｈｉｎｅｎ”なる表現をも含んでいる。
,,,（３）特に“回転ピストン式機械”，“揺動ピストン機械”，“回転ピストン”，“共動部材”，“共動部材の運動”，“歯または歯に相当する部分”および“内部軸”に関する定義についてはクラスＦ０１の前の注に注意すること。
,＜索引＞,,機械または機関
,,,回転ピストン式のもの　１／００～７／００
,,,揺動ピストン式のもの　９／００
,,,制御；監視；安全装置　２０／００
,,,機械または機関の組み合わせ，および適用　１１／００，１３／００
,,,共動する部材の駆動；密封装置　１７／００；１９／００
,,,その他の細部および付属品　２１／００
,F01C   1/00,,回転ピストン式機械または機関（共動する部材が平行でない軸をもつものＦ０１Ｃ３／００；少なくとも部分的には弾性変形可能な壁部がある作動室をもつものＦ０１Ｃ５／００；流体リングまたはそれと類似のものをもつものＦ０１Ｃ７／００；１つ以上の往復動を行なうピストンだけを駆動する，またはそのようなピストンだけによって作動流体が移送される，回転ピストン式機械または機関Ｆ０１Ｂ１３／００）
,＜注＞,,グループ１／３０は，１／０２～１／２４に優先する。
,F01C   1/02,・,円弧状の係合をする形式，すなわち，共動部材が並進的な循環運動を行なうもので，そして各部材が同数の歯または歯に相当する部分をもつもの
,F01C   1/04,・・,内部軸のある形式
,F01C   1/06,・・,内部軸形式以外のもの（Ｆ０１Ｃ１／０６３が優先）
,F01C   1/063,・・,周方向空間がそれらの間で連続的に変化する同心軸上に配置された部材をもつもの［３］
,F01C   1/067,・・・,カムとホロワ形式の駆動装置を持つもの［３］
,F01C   1/07,・・・,クランク軸と連接棒形式の駆動装置を持つもの［３］
,F01C   1/073,・・・,爪と爪車形式の駆動装置を持つもの［３］
,F01C   1/077,・・・,歯車伝動形式の駆動装置を持つもの［３］
,F01C   1/08,・,相互にかみ合って係合する形式，すなわち共動する部材の係合状態が歯車伝動と類似のもの
,F01C   1/10,・・,内部軸形式で外側部材が内側部材より多くの歯または歯に相当する部分，例．ローラ，をもつもの
,F01C   1/107,・・・,らせん状の歯をもつもの［３］
,F01C   1/113,・・・,内側部材が外側部材とかみ合うローラをもつもの［３］
,F01C   1/12,・・,内部軸形式以外のもの
,F01C   1/14,・・・,歯のある回転ピストンをもつもの
,F01C   1/16,・・・・,らせん状の歯をもつもの，例．山形のねじ形のもの
,F01C   1/18,・・・・,類似歯形をもつもの（Ｆ０１Ｃ１／１６が優先）
,F01C   1/20,・・・・,異形歯形をもつもの（Ｆ０１Ｃ１／１６が優先）
,F01C   1/22,・,内部軸形式で係合点において共動部材が同方向の動きをなし，または共動部材の一つが静止しており，そして内側部材が外側部材よりも多くの歯または歯に相当する部分をもつもの
,F01C   1/24,・,逆に係合する形式，すなわち，共動部材の係合点における動きが逆方向のもの
,F01C   1/26,・・,内部軸形式のもの
,F01C   1/28,・・,内部軸形式以外のもの
,F01C   1/30,・,グループＦ０１Ｃ１／０２，Ｆ０１Ｃ１／０８，Ｆ０１Ｃ１／２２，Ｆ０１Ｃ１／２４の２以上のグループに当てはまる特徴をもつもの，または，これらのグループの一つに当てはまる特徴をもち，さらに共動部材間の他の運動形式を合わせもつもの
,F01C   1/32,・・,グループＦ０１Ｃ１／０２に規定された運動と共動部材間の相対的な往復運動の両方があるもの
,F01C   1/324,・・・,内側部材にちょうつがい式に係合し，かつ外側部材に関して往復運動するベーンをもつもの
,F01C   1/328,・・・・,そして外側部材にちょうつがい式に係合したもの［３］
,F01C   1/332,・・・,外側部材にちょうつがい式に係合し，かつ内側部材に関して往復運動するベーンをもつもの
,F01C   1/336,・・・・,そして内側部材にちょうつがい式に係合したもの［３］
,F01C   1/34,・・,グループＦ０１Ｃ１／０８またはＦ０１Ｃ１／２２に規定された運動と共動部材間の相対的な往復運動の両方があるもの
,F01C   1/344,・・・,内側部材に関して往復運動するベーンをもつもの
,F01C   1/348,・・・・,ベーンが円周方向の運動については外側回転可能部材と強制的に係合しているもの［３］
,F01C   1/352,・・・・,ベーンが外側部材の軸に枢着されているもの［３］
,F01C   1/356,・・・,外側部材については往復運動するベーンをもつもの［３］
,F01C   1/36,・・,サブグループＦ０１Ｃ１／２２およびＦ０１Ｃ１／２４に規定された両方の運動があるもの
,F01C   1/38,・・,ちょうつがい式に動く部材があり，グループＦ０１Ｃ１／０２に規定された運動をするもの（Ｆ０１Ｃ１／３２が優先）［３］
,F01C   1/39,・・・,外側部材と同じように内側部材にちょうつがい式に係合したベーンをもつもの［３］
,F01C   1/40,・・,ちょうつがい式に係合した部材があり，グループＦ０１Ｃ１／０８またはＦ０１Ｃ１／２２に規定された運動をするもの
,F01C   1/44,・・・,内側部材にちょうつがい式に係合したベーンをもつもの［３］
,F01C   1/46,・・・,外側部材にちょうつがい式に係合したベーンをもつもの［３］
,F01C   3/00,,共動する部材の運動の軸線が平行でない回転ピストン式機械または機関（作動室の側部が少なくとも部分的には弾性変形が可能なものＦ０１Ｃ５／００）
,F01C   3/02,・,軸線が直角をなすもの
,F01C   3/04,・・,軸方向にしゅう動するベーンをもつもの
,F01C   3/06,・,軸線が直角以外の角をなすもの
,F01C   3/08,・・,相互にかみ合って係合する形式，すなわち，共動する部材の係合状態が歯車伝動と類似のもの
,F01C   5/00,,作動室の壁部が少なくとも部分的には弾性変形が可能な回転ピストン式機械または機関
,F01C   5/02,・,内部部材，例．回転ピストン，の一部が弾性変形可能なもの
,F01C   5/04,・,外部部材，例．ハウジング，の一部が弾性変形可能なもの
,F01C   5/06,・,分割された部材が弾性変形可能なもの
,F01C   5/08,・・,管状の部材，例．ホース
,F01C   7/00,,流体リングまたはそれと類似のものをもつ回転ピストン式機械または機関
,F01C   9/00,,揺動ピストン式機械または機関
,F01C  11/00,,複数の機械または機関の組み合わせであって，それぞれが回転ピストン式または揺動ピストン式機械または機関であるもの（Ｆ０１Ｃ１３／００が優先；複数のポンプの組み合わせＦ０４；流体伝達装置Ｆ１６Ｈ）
,F01C  13/00,,特別な用途のための機械または機関の適用；機関とそれによって駆動される装置の組み合わせ（おもに駆動される装置に関係するものはそれらの装置に関連したクラスを参照）
,F01C  13/02,・,手持工具を駆動するためのもの
,F01C  13/04,・,ポンプまたは圧縮機を駆動するためのもの
,F01C  17/00,,共動する部材の駆動手段の構成，例．回転ピストンとケーシングのためのもの
,F01C  17/02,・,歯車伝動形式のもの（Ｆ０１Ｃ１／０７７が優先）［３］
,F01C  17/04,・,カム－従動子形式のもの（Ｆ０１Ｃ１／０６７が優先）［３］
,F01C  17/06,・,クランク，自在継手または同類の要素を使用するもの（Ｆ０１Ｃ１／０７が優先）［３］
,F01C  19/00,,回転ピストン式機械または機関の密封装置の構成（密封装置一般Ｆ１６Ｊ）
,F01C  19/02,・,半径方向に可動な作動流体の密封部材
,F01C  19/04,・・,不とう性の材料からなるもの
,F01C  19/06,・・,可とう性の材料からなるもの
,F01C  19/08,・,軸方向に可動な作動流体の密封部材
,F01C  19/10,・,軸方向および半径方向に可動な部品間の作動流体の密封部材
,F01C  19/12,・,作動流体以外のためのもの
,F01C  20/00,,機械または機関の制御，監視，またはこれに向けた安全装置
,F01C  20/02,・,直列または並列で繋がっている複数の機械または機関に特に適しているもの［８］
,F01C  20/04,・,可逆機械または機関に特に適しているもの［８］
,F01C  20/06,・,停止，始動，アイドリング，または無負荷操作に特に適しているもの［８］
,F01C  20/08,・,回転速度を変化させることに特徴があるもの［８］
,F01C  20/10,・,作動室に関し注入または排出開口部の位置に特徴のあるもの［８］
,F01C  20/12,・・,すべり弁を用いるもの［８］
,F01C  20/14,・・,回転弁を用いるもの［８］
,F01C  20/16,・・,リフト弁を用いるもの［８］
,F01C  20/18,・,作動室の容積を変化させることに特徴のあるもの（注入または排出開口部の位置の変更に特徴のあるものＦ０１Ｃ２０／１０）［８］
,F01C  20/20,・・,作動室を形成する壁の内外形状を変更することに特徴のあるもの［８］
,F01C  20/22,・・,共動部材間の偏心率を変更することに特徴のあるもの［８］
,F01C  20/24,・,圧力または流量を調節する弁の使用に特徴のあるもの，例．弁の解放（Ｆ０１Ｃ２０／１０が優先）［８］
,F01C  20/26,・・,バイパス路を用いるもの［８］
,F01C  20/28,・,安全装置；監視［８］
,F01C  21/00,,構成部品，細部および付属品でグループＦ０１Ｃ１／００～Ｆ０１Ｃ２０／００に分類されないもの
,F01C  21/02,・,軸受の配置（軸受の構造Ｆ１６Ｃ）
,F01C  21/04,・,潤滑（機械または機関の潤滑一般Ｆ０１Ｍ）
,F01C  21/06,・,加熱；冷却（機械または機関の冷却一般Ｆ０１Ｐ）；断熱（断熱一般Ｆ１６Ｌ）
,F01C  21/08,・,回転ピストン（往復ピストン一般Ｆ１６Ｊ）
,F01C  21/10,・,回転ピストンと共動する外側部材；ケーシング（回転式機械または機関のケーシング一般Ｆ１６Ｍ）
,F01C  21/18,・,作業流体の供給または排出のための設備，例．注入または排出の構造に特徴のあるもの［８］
