インデキシングフラグ,記号,ドット,タイトル
,,,（２）“マイクロ構造の装置”および“マイクロ構造のシステム”に関する，クラスＢ８１およびサブクラスＢ８１Ｂの両タイトルの後の注に注意すること。［７］
,H01B,,ケーブル；導体；絶縁体；導電性，絶縁性または誘導性特性に対する材料の選択（磁気特性に対する選択Ｈ０１Ｆ１／００；導波管Ｈ０１Ｐ）
,＜索引＞,,導体またはケーブル
,,,材料を特徴とするもの　１／００
,,,構造を特徴とするもの　５／００，７／００
,,,通信，電力または超電導ケーブルのための特殊なタイプ　１１／００，９／００，１２／００
,,,製造，廃物利用　１３／００，１５／００
,,,絶縁物または絶縁材
,,,材料を特徴とするもの　３／００
,,,構造を特徴とするもの　１７／００
,,,製造　１９／００
,H01B   1/00,,導電材料によって特徴づけられる導体または導電物体；導体としての材料の選択（材料によって特徴づけられる超電導または極低温の導体，ケーブル，または伝送線路Ｈ０１Ｂ１２／００）［４］
,＜注＞,,グループ１／１４～１／２４は，グループ１／０２～１／０６に優先する。［３］
,H01B   1/02,・,主として金属または合金からなるもの
,H01B   1/04,・,主としてカーボン―シリコン混和物，カーボンまたはシリコンからなるもの
,H01B   1/06,・,主として他の非金属物質からなるもの
,H01B   1/08,・・,酸化物
,H01B   1/10,・・,硫化物
,H01B   1/12,・・,有機物質［３］
,H01B   1/14,・,非導電無機材料中に分散された導電物質［３］
,H01B   1/16,・・,金属または合金を含む導電物質［３］
,H01B   1/18,・・,カーボン―シリコン混和物，カーボンまたはシリコンを含む導電物質［３］
,H01B   1/20,・,非導電有機物質中に分散された導電物質［３］
,H01B   1/22,・・,金属または合金を含む導電物質［３］
,H01B   1/24,・・,カーボン―シリコン混和物，カーボンまたはシリコンを含む導電物質［３］
,H01B   3/00,,絶縁材料を特徴とする絶縁体または絶縁物体；絶縁性または誘電性特性に対する材料の選択
,H01B   3/02,・,主として非有機物質からなるもの
,H01B   3/04,・・,マイカ
,H01B   3/06,・・,アスベスト
,H01B   3/08,・・,石英；ガラス；ガラス綿；石綿；ガラス状エナメル
,H01B   3/10,・・,金属酸化物（セラミックＨ０１Ｂ３／１２）
,H01B   3/12,・・,セラミック
,H01B   3/14,・・,セメント
,H01B   3/16,・・,気体
,H01B   3/18,・,主として有機物質からなるもの
,H01B   3/20,・・,液体，例．油（シリコーン油Ｈ０１Ｂ３／４６）
,H01B   3/22,・・・,炭化水素
,H01B   3/24,・・・,分子中にハロゲンを有するもの，例．ハロゲン化油
,H01B   3/26,・・,アスファルト；ビチューメン；ピッチ
,H01B   3/28,・・,天然ゴムまたは合成ゴム
,H01B   3/30,・・,プラスチック；樹脂；ワックス
,＜注＞,,グループ３／４７は，グループ３／３２～３／４６に優先する。［８］
,H01B   3/32,・・・,天然樹脂
,H01B   3/34,・・・,ワックス（シリコーン・ワックスＨ０１Ｂ３／４６）
,H01B   3/36,・・・,フェノールとアルデヒドまたはケトンとの縮合生成物
,H01B   3/38,・・・,アルデヒドとアミンまたはアミドとの縮合生成物
,H01B   3/40,・・・,エポキシ樹脂
,H01B   3/42,・・・,ポリエステル；ポリエーテル；ポリアセタール
,H01B   3/44,・・・,ビニール樹脂；アクリル樹脂（シリコーンＨ０１Ｂ３／４６）
,H01B   3/46,・・・,シリコーン
,H01B   3/47,・・・,繊維強化プラスチック，例．ガラス繊維強化プラスチック［８］
,H01B   3/48,・・,繊維材料（繊維強化プラスチックＨ０１Ｂ３／４７）［１，８］
,H01B   3/50,・・・,布
,H01B   3/52,・・・,木材；紙；プレスボード（絶縁紙それ自体Ｄ２１Ｈ２７／１２）
,H01B   3/54,・・・,硬化紙；硬化布
,H01B   3/56,・・,気体
,＜注＞,,グループ１２／００は，グループ５／００～１１／００に優先する。
,H01B   5/00,,形を特徴とする非絶縁導体または導電物体
,H01B   5/02,・,単一棒，棹，線または片；母線［１，７］
,H01B   5/04,・・,巻線状またはコイル状にされたもの
,H01B   5/06,・,単一チューブ
,H01B   5/08,・,ロープ状に撚り合わされた複数の線または類似物
,H01B   5/10,・・,中空に，または絶縁物質または異なる導電材料の周上に撚り合わされたもの
,H01B   5/12,・,編組線またはその類似物
,H01B   5/14,・,絶縁支持体上に導電層または導電フイルムを有するもの
,H01B   5/16,・,絶縁材料またはほとんど導電性を有しない導電材料中に導電材料を含むもの（Ｈ０１Ｂ１／１４，Ｈ０１Ｂ１／２０が優先；導電混和物をもつ絶縁物体Ｈ０１Ｂ１７／６４；導電ペイントＣ０９Ｄ５／２４）［３］
,H01B   7/00,,形を特徴とする絶縁導体またはケーブル
,H01B   7/02,・,絶縁体の配置
,H01B   7/04,・,可撓ケーブル，可撓導体または可撓コード，例．垂下ケーブル
,H01B   7/06,・,伸縮導体または伸縮ケーブル，例．カールコード
,H01B   7/08,・,平形ケーブルまたはリボンケーブル
,H01B   7/10,・,接触ケーブル，すなわちケーブルのひずみにより接触させる導体をもつもの
,H01B   7/12,・,浮力ケーブル
,H01B   7/14,・,海底ケーブル
,H01B   7/16,・,剛性チューブケーブル
,H01B   7/17,・,外的要因による損傷を防ぐための保護，例．シースまたはがい装［７］
,H01B   7/18,・・,摩擦力，機械力，または圧力による損傷を防ぐための保護［１，７］
,H01B   7/20,・・・,金属チューブ，例．鉛被覆［１，７］
,H01B   7/22,・・・,金属線または金属テープ，例．鋼製［１，７］
,H01B   7/24,・・・,機械力または圧力に対して部分的に保護する部材［１，７］
,H01B   7/26,・・・,シース損の減少［１，７］
,H01B   7/28,・・,湿気，腐食，化学的腐食または気候による損傷を防ぐための保護［１，７］
,H01B   7/282,・・・,導体またはケーブル内に流体が浸透するのを防ぐもの［７］
,H01B   7/285,・・・・,ケーブル内の間隙を完全に，または部分的に塞ぐことによるもの［７］
,H01B   7/288,・・・・・,吸湿材または水膨張性止水材を用いるもの［７］
,H01B   7/29,・・,高温または炎による損傷を防ぐための保護（Ｈ０１Ｂ７／４２が優先）［７］
,H01B   7/295,・・・,耐火，難燃材料を用いるもの［７］
,H01B   7/30,・,交流通電時の導体損を減少させるための構成を備えるもの，例．表皮効果による導体損
,H01B   7/32,・,故障表示のための構成を備えるもの，例．破断表示，漏洩表示
,H01B   7/36,・,識別表示または条長表示を備えるもの
,H01B   7/38,・,絶縁物を容易に除去するための構成をもつもの［７］
,H01B   7/40,・,据付または固定のための構成を備えるもの［７］
,H01B   7/42,・,熱放散または熱伝導のための構成を備えるもの［７］
,H01B   9/00,,電力ケーブル
,H01B   9/02,・,遮へい体または導電層をもつもの，例．過大電位傾度を避けるためのもの
,H01B   9/04,・,同心ケーブル
,H01B   9/06,・,ガス圧ケーブル；油圧ケーブル；流体圧を受けるコンジット内で用いられるケーブル
,H01B  11/00,,通信ケーブルまたは導体
,H01B  11/02,・,撚り合わせ対またはカッドをもつケーブル
,H01B  11/04,・・,漏話を減少させるように相互に配置された対またはカッドをもつもの
,H01B  11/06,・・,電磁的または静電的妨害作用を減少する手段をもつもの，例．遮へい
,H01B  11/08,・・・,漏話を減少させるために特に用いられる遮へい体
,H01B  11/10,・・・,外部からの干渉を減少させるために特に用いられる遮へい体
,H01B  11/12,・・,特別の伝送特性を示すための構成
,H01B  11/14,・・・,連続的誘導性装荷ケーブル，例，クララップケーブル
,H01B  11/16,・・・,製造工程中に組込まれたコイルまたはその他の装置をもつケーブル，例．海底ケーブル
,H01B  11/18,・,同軸ケーブル；共通の外部導体内に２以上の内部導体を有する類似のケーブル
,H01B  11/20,・・,多数の同軸線路を有するケーブル［３］
,H01B  11/22,・,オプチカル・ファイバと共に少なくとも１つの電気導体を含むケーブル［４］
,H01B  12/00,,超電導またはハイパーコンダクティブの導体，ケーブルまたは伝送線路（セラミック形成技術またはセラミック組成物によって特徴づけられる超電導体Ｃ０４Ｂ３５／００）［２，４］
,H01B  12/02,・,それらの形によって特徴づけられるもの［４］
,＜注＞,,グループ１２／１２はグループ１２／０４から１２／１０に優先する。［４］
,H01B  12/04,・・,単一ワイヤ［４］
,H01B  12/06,・・,基板上または芯上の導体膜または導線［４］
,H01B  12/08,・・,より線または編組線［４］
,H01B  12/10,・・,常導電体中に配した多芯線［４］
,H01B  12/12,・・,中空導体［４］
,H01B  12/14,・,熱絶縁の配列によって特徴づけられるもの［４］
,H01B  12/16,・,冷却によって特徴づけられるもの［４］
,H01B  13/00,,導体またはケーブルの製造に特に適合した装置または方法
,H01B  13/004,・,剛性チューブケーブルの製造に特に適合したもの［７］
,H01B  13/008,・,伸縮導体または伸縮ケーブルの製造に特に適合したもの［７］
,H01B  13/012,・,ワイヤーハーネスの製造に特に適合したもの［７］
,H01B  13/016,・,同軸ケーブルの製造に特に適合したもの（不連続な絶縁体の適用Ｈ０１Ｂ１３／２０）［７］
,H01B  13/02,・,撚り合わせ
,H01B  13/04,・・,漏話を減少させるために対またはカッドを相互に適当に配置するもの
,H01B  13/06,・,導体またはケーブルの絶縁（Ｈ０１Ｂ１３／３２が優先）［４］
,H01B  13/08,・・,巻回によるもの
,H01B  13/10,・・,縦添え巻きによるもの
,H01B  13/12,・・,バラ繊維の適用によるもの
,H01B  13/14,・・,押し出しによるもの
,H01B  13/16,・・,流体浴中の通過または浸漬によるもの；吹き付けによるもの
,H01B  13/18,・・,不連続な絶縁体の適用によるもの，例．ディスク，ビード
,H01B  13/20,・・・,同心または同軸ケーブルに対するもの
,H01B  13/22,・,シース；がい装；遮へい；その他の保護層の適用（Ｈ０１Ｂ１３／３２が優先）［４］
,H01B  13/24,・・,押し出しによるもの
,H01B  13/26,・・,巻回，編組または縦添え巻きによるもの
,H01B  13/28,・,連続的誘導性装荷，例．クララップ装荷，の適用
,H01B  13/30,・,乾燥；含浸（Ｈ０１Ｂ１３／３２が優先）［４］
,H01B  13/32,・,不浸透性材料による充填または被覆［４］
,H01B  13/34,・,導体またはケーブルに表示を施すためのもの［７］
,H01B  15/00,,ケーブルからの材料の廃物利用に関する装置または方法（絶縁物を容易に除去するための構成を有する絶縁導体またはケーブルＨ０１Ｂ７／３８；絶縁物を除去するために特に用いられる方法または装置Ｈ０２Ｇ１／１２）
,H01B  17/00,,形を特徴とする絶縁体または絶縁物体
,H01B  17/02,・,懸垂碍子；耐張碍子
,H01B  17/04,・・,碍子連；多重碍子連
,H01B  17/06,・・,支持体，導体または隣接碍子への碍子の固着
,H01B  17/08,・・・,キャップとボルトによるもの
,H01B  17/10,・・・,中間リンクによるもの
,H01B  17/12,・・,耐張碍子の特殊な構成
,H01B  17/14,・,支持碍子（ピン碍子Ｈ０１Ｂ１７／２０；孔あき碍子Ｈ０１Ｂ１７／２４）
,H01B  17/16,・・,支持体，導体または隣接碍子への碍子の固着
,H01B  17/18,・・,非常に重い導体，例．ブスバーレール，に対するもの
,H01B  17/20,・,ピン碍子
,H01B  17/22,・・,碍子への導体の固着
,H01B  17/24,・,釘，ねじ，線または棒により固定されるための孔をもつ碍子，例．ダイヤボロ，ボビン
,H01B  17/26,・,引込碍子；貫通型碍子
,H01B  17/28,・・,蓄電器型
,H01B  17/30,・・,シーリング
,H01B  17/32,・,２個またはそれ以上の異なった絶縁体をもつ単一碍子
,H01B  17/34,・,液体，例．油，を有する碍子
,H01B  17/36,・,空またはガスが充てんされた空間を有する碍子
,H01B  17/38,・,付属具，例．キャップ；その固着
,H01B  17/40,・・,セメントなしの付属具
,H01B  17/42,・,改良された電圧分布を得る装置（蓄電器型貫通碍子Ｈ０１Ｂ１７／２８）；アーク放電に対する保護
,H01B  17/44,・・,コロナリングを有する碍子の構造上の結合
,H01B  17/46,・・,外部アーク放電路を提供するもの
,H01B  17/48,・・,碍子連または直列配置の碍子周上に設けられるもの
,H01B  17/50,・,絶縁特性を保つために特別処理された表面をもつもの，例．湿気，ほこり等に対する保護
,H01B  17/52,・,洗浄装置をもつもの（Ｈ０１Ｂ１７／５４が優先）
,H01B  17/54,・,加熱または冷却装置をもつもの
,H01B  17/56,・,絶縁物体
,H01B  17/58,・・,その中に導体を通すチューブ，スリーブ，ビーズまたはボビン
,H01B  17/60,・・,複合絶縁物体
,H01B  17/62,・・,金属体上の絶縁層または絶縁フイルム
,H01B  17/64,・・,導電性混合物の挿入物または層を有するもの
,H01B  17/66,・・,絶縁物体相互の連結，例．接着によるもの
,H01B  19/00,,碍子または絶縁物体を製造するために特に使用される装置または方法
,H01B  19/02,・,乾燥；含浸
,H01B  19/04,・,表面処理，例．塗装の適用
,H01C,,抵抗器
,＜注＞,,（１）このサブクラスにおいては，下記の用語は以下に示す意味で用いる：
,,,―“可調整”とは，機械的に調整が可能なことを意味する。［２］
,,,（２）抵抗値を機械的に変化できない可変抵抗器，例．電圧または熱によるものはグループ７／００に分類される。［２］
,＜索引＞,,固定抵抗器　３／００，７／００，８／００，１１／００
,,,可変抵抗器　１０／００
,,,他の抵抗器　１３／００
,,,細部　１／００
,,,製造　１７／００
,H01C   1/00,,細部
,H01C   1/01,・,取り付け；支持［２］
,H01C   1/012,・・,抵抗素子に沿って延び抵抗素子の固定または補強を行なう基板（Ｈ０１Ｃ１／０１６が優先；２つまたはそれ以上のコイルまたはループで１個のうず巻き状，ら旋状または環状の巻線を形成する抵抗素子Ｈ０１Ｃ３／１８，Ｈ０１Ｃ３／２０；基板上に１以上の層または被覆状に形成された抵抗素子Ｈ０１Ｃ７／００）［２］
,H01C   1/014,・・,２個の支持部分の間につるされ，支持されている抵抗器（Ｈ０１Ｃ１／０１６が優先）［２］
,H01C   1/016,・・,抵抗器の膨張または収縮の補償を有するもの［２］
,H01C   1/02,・,容器；囲い；埋設；容器または囲いの充てん［２］
,H01C   1/022,・・,抵抗素子を開放または取り外しできる容器［２］
,H01C   1/024,・・,気密密閉された容器または囲い（Ｈ０１Ｃ１／０２８，Ｈ０１Ｃ１／０３２と１Ｈ０１Ｃ／０３４が優先）［２］
,H01C   1/026,・・・,抵抗素子と容器またはケースとの空間にガス体または真空を有するもの［２］
,H01C   1/028,・・,外部外装と共に絶縁体に埋設された抵抗素子［２］
,H01C   1/03,・・・,粉末絶縁体を有するもの［２］
,H01C   1/032,・・,抵抗素子を複数の層で包囲するもの（Ｈ０１Ｃ１／０２８が優先）［２］
,H01C   1/034,・・,外部外装をもたないで被覆またはモールドして形成された容器または囲い（Ｈ０１Ｃ１／０３２が優先）［２］
,H01C   1/036,・・・,巻線抵抗素子上にあるもの［２］
,H01C   1/04,・,分類マークの配列，例．カラーコード
,H01C   1/06,・,静電または電磁遮へい装置
,H01C   1/08,・,冷却，加熱または通風装置
,H01C   1/082,・・,流体の強制流通を用いるもの［２］
,H01C   1/084,・・,自然冷却を用いるもの，例．フィン，ヒートシンク［２］
,H01C   1/12,・,集電装置
,H01C   1/125,・・,流体接点のもの［２］
,H01C   1/14,・,抵抗器のために特に適用される端子またはタップポイント；抵抗器上の端子またはタップポイントの配列
,H01C   1/142,・・,抵抗素子上に被覆された端子またはタップポイント［２］
,H01C   1/144,・・,溶接またはろう接された端子またはタップポイント［２］
,H01C   1/146,・・,端子を取り囲む抵抗素子［２］
,H01C   1/148,・・,抵抗素子を包含または取り囲む端子（Ｈ０１Ｃ１／１４２が優先）［２］
,H01C   1/16,・,他に項目のない抵抗回路網
,H01C   3/00,,線またはリボンで形成された非可調整金属抵抗器，例．コイル状，編組み状またはグリッド状に形成されたもの
,H01C   3/02,・,自己誘導，キャパシタンスまたは周波数による変化を減少させるために配置されまたは構成されたもの
,H01C   3/04,・,鉄線条安定抵抗器；可変温度係数を有する他の抵抗器
,H01C   3/06,・,柔軟性または折りたたみ状の抵抗器，そのため抵抗体自体を締め付けまたは折りたたみできるもの［２］
,H01C   3/08,・,１つの端子から他方まで抵抗素子の大きさまたは特性が漸次にまたは段階的に変化しているもの［２］
,H01C   3/10,・,ジグザグまたは折曲状に構成された抵抗素子［２］
,H01C   3/12,・・,１平面に設けられているもの［２］
,H01C   3/14,・,２以上のコイルまたはループで連続的に巻かれ１個のうず巻き状，ら旋状または環状の巻線を形成する抵抗素子（Ｈ０１Ｃ３／０２～Ｈ０１Ｃ３／１２が優先）［２］
,H01C   3/16,・・,２以上の異なった巻線素子または２以上の巻き型を含むもの［２］
,H01C   3/18,・・,平坦なまたはリボン状の基板上に巻かれたもの（Ｈ０１Ｃ３／１６が優先）［２］
,H01C   3/20,・・,円筒状または角柱状の基板に巻かれたもの（Ｈ０１Ｃ３／１６が優先）［２］
,H01C   7/00,,１以上の層または被覆状に形成された非可調整抵抗器；粉末絶縁材料を含むかまたは含まない粉末導電材料または粉末半導体材料で形成された非可調整抵抗器（ルーズな粉末状または顆粒状の物質より成るものＨ０１Ｃ８／００；電位障壁または表面障壁を有する抵抗器，例．電界効果による抵抗器，Ｈ０１Ｌ２９／００；電磁波または粒子線輻射に感応する半導体装置，例．光抵抗器Ｈ０１Ｌ３１／００；磁界制御抵抗Ｈ０１Ｌ４３／０８；バルク負性抵抗効果装置Ｈ０１Ｌ４７／００）［２］
,H01C   7/02,・,正温度係数をもつもの
,H01C   7/04,・,負温度係数をもつもの
,H01C   7/06,・,温度変化による抵抗値変化を最小にするための手段を含むもの
,H01C   7/10,・,電圧に応答するもの，すなわち，バリスター［６］
,H01C   7/102,・・,バリスター境界，例．表面層（Ｈ０１Ｃ７／１２が優先）［６］
,H01C   7/105,・・,バリスターコア（Ｈ０１Ｃ７／１２が優先）［６］
,H01C   7/108,・・・,金属の酸化物［６］
,H01C   7/112,・・・・,酸化亜鉛タイプ［６］
,H01C   7/115,・・・・,二酸化チタンタイプまたはチタン酸塩タイプ［６］
,H01C   7/118,・・・,炭化物，例．炭化珪素タイプ［６］
,H01C   7/12,・・,過電圧保護抵抗器；避雷器［３］
,H01C   7/13,・,電流に応答するもの［２］
,＜注＞,,グループ７／０２から７／１３はグループ７／１８から７／２２に優先する。［２］
,H01C   7/18,・,端子間に積み重ねられた複数の層よりなるもの［２］
,H01C   7/20,・,抵抗層または抵抗被覆が先細り状のもの［２］
,H01C   7/22,・,屈曲または湾曲して延びる，例．折曲状または螺旋状の，抵抗素子［２］
,H01C   8/00,,ルーズな粉末状または顆粒状の導体，または粉末状または顆粒状の半導体物質より成る非可調整抵抗器［２］
,H01C   8/02,・,電磁波を検出するためのコヒーラまたは同様の不完全抵抗器［２］
,H01C   8/04,・,過電圧保護抵抗器；避雷器［２，３］
,H01C  10/00,,可調整抵抗器［２］
,H01C  10/02,・,液体抵抗器［２］
,H01C  10/04,・,直線比例関係ではなく抵抗駆動手段の動作と抵抗値との間に特殊な数学的関係があるもの［２］
,H01C  10/06,・,抵抗素子の値の違ったものを短絡することにより調整できるもの［２］
,H01C  10/08,・・,抵抗素子と短絡手段との間に導電構造を介在させるもの，例．タップ［２］
,H01C  10/10,・,機械的圧力または力により調整できるもの［２］
,H01C  10/12,・・,抵抗塊間または抵抗と導体塊間の表面圧力の変化によるもの，例．パイル型［２］
,H01C  10/14,・,補助駆動手段により調整できるもの［２］
,H01C  10/16,・,複数の抵抗素子を含むもの［２］
,H01C  10/18,・・,粗または微細抵抗素子を含むもの［２］
,H01C  10/20,・・,接点構造または可動抵抗素子が集合しているもの［２］
,H01C  10/22,・,１方向に大きさが漸次に変化する抵抗素子，例．テーパ状抵抗素子（Ｈ０１Ｃ１０／０４が優先）［２］
,H01C  10/23,・,不連続的，歩進的に大きさの変化する抵抗素子［２］
,H01C  10/24,・,１つのら旋抵抗素子の曲線に沿って接点が移動するもの，またはその逆のもの［２］
,H01C  10/26,・,抵抗素子が移動するもの（Ｈ０１Ｃ１０／１６，Ｈ０１Ｃ１０／２４が優先）［２］
,＜注＞,,グループ１０／０２から１０／２６はグループ１０／２８から１０／５０に優先する。［２］
,H01C  10/28,・,抵抗素子またはタップに沿って振動または回転する接点［２］
,H01C  10/30,・,抵抗素子に沿って滑動する接点［２］
,H01C  10/32,・・,アーチ形の通路を移動する接点［２］
,H01C  10/34,・・・,１つの輪状またはその一部として形成された集電体上に乗って移動する接点または関連した導電構造［２］
,H01C  10/36,・・・,構造的にスイッチ装置と結合されたもの［２］
,H01C  10/38,・・,直線状の通路を移動する接点［２］
,H01C  10/40,・・・,ねじ駆動するもの［２］
,H01C  10/42,・・・・,抵抗素子と平行の導体棒または集電体に沿って橋絡または滑動する接点［２］
,H01C  10/44,・・・,抵抗素子と平行の導体棒または集電体に沿って橋絡または滑動する接点（Ｈ０１Ｃ１０／４２が優先）［２］
,H01C  10/46,・,接続子，例．タップ，を中間にもつ固定抵抗器の配列（Ｈ０１Ｃ１０／２８，Ｈ０１Ｃ１０／３０が優先）［２］
,H01C  10/48,・・,アーチ形の通路を移動できる接点を含むもの［２］
,H01C  10/50,・,構造的にスイッチ装置と結合されたもの（Ｈ０１Ｃ１０／３６が優先）［２］
,H01C  11/00,,非可調整液体抵抗器［２］
,H01C  13/00,,他に属さない抵抗器
,H01C  13/02,・,抵抗器の構造的組合せ［２］
,H01C  17/00,,抵抗器を製造するために特に適用される装置または方法（容器または囲いに充てん物を供給するものＨ０１Ｃ１／０２；抵抗体を取り囲む絶縁物を粉末に変えるものＨ０１Ｃ１／０３；熱可変抵抗器の製造Ｈ０１Ｃ７／０２，Ｈ０１Ｃ７／０４）［２］
,H01C  17/02,・,外被または容器のある抵抗器の製造に適用されるもの（加熱要素管の中に絶縁物質を充てんもしくは圧縮する装置または方法Ｈ０５Ｂ３／５２）［２］
,H01C  17/04,・,抵抗素子の巻き付けに適用されるもの［２］
,H01C  17/06,・,基板上に抵抗物質を被覆するために適用されるもの［２］
,H01C  17/065,・・,厚膜技術によるもの，例．シルクスクリーン彩色画印刷法［６］
,H01C  17/07,・・,抵抗薄片の接合によるもの，例．クラッド法［６］
,H01C  17/075,・・,薄膜技術によるもの［６］
,H01C  17/08,・・・,蒸着によるもの［２］
,H01C  17/10,・・・,焔熔射によるもの［２］
,H01C  17/12,・・・,スパッタリングによるもの［２］
,H01C  17/14,・・・,化学的析出によるもの［２］
,H01C  17/16,・・・・,電流を用いるもの［２］
,H01C  17/18,・・・・,電流を用いないもの［２］
,H01C  17/20,・・,熱分解方法によるもの［２］
,H01C  17/22,・,トリミングに適用されるもの［２］
,H01C  17/23,・・,あらかじめ決めた抵抗値の抵抗器の溝の開放または閉鎖によるもの［６］
,H01C  17/232,・・,温度係数を調整するもの；温度係数の調整により抵抗値を調整するもの［６］
,H01C  17/235,・・,較正のための電位差計部分の初期調整［６］
,H01C  17/24,・・,抵抗物質の除去または付加によるもの（Ｈ０１Ｃ１７／２３，Ｈ０１Ｃ１７／２３２，Ｈ０１Ｃ１７／２３５が優先）［２，６］
,H01C  17/242,・・・,レーザーによるもの［６］
,H01C  17/245,・・・,機械的手段によるもの，例．砂吹き，切断，超音波処理［６］
,H01C  17/26,・・,抵抗物質の変化によるもの［２］
,H01C  17/28,・,端子付けに適用されるもの［２］
,H01C  17/30,・,焼き付けに適用されるもの［２］
,H01F,,磁石；インダクタンス；変成器；それらの磁気特性による材料の選択［２］
,＜索引＞,,磁石，電磁石
,,,磁性材料を特徴とするもの　１／００
,,,コア，ヨーク，アーマチュア　３／００
,,,コイル　５／００
,,,超電導コイルまたは磁石　６／００
,,,磁石　７／００
,,,磁化，消磁　１３／００
,,,製造　４１／００
,,,薄膜　１０／００
,,,固定インダクタンスまたは変成器
,,,信号用　１７／００，１９／００
,,,信号用以外　３０／００，３７／００
,,,製造　４１／００
,,,可変インダクタンスまたは変成器
,,,信号用　２１／００
,,,信号用以外　２９／００
,,,製造　４１／００
,,,変成器またはインダクタンスの細部一般　２７／００
,,,超電導巻線または低温で動作する巻線を有する変成器　３６／００
,,,特定の応用や機能のための変成器またはインダクタンスの適用　３８／００
